department,focus_group,pain_points,source,processed_text,sentiment
DOCE,Admin Aide,Finding/opening specific cases difficult,meeting_notes,Finding/opening specific cases difficult,negative
DOCE,Admin Aide,Computer is slow – takes 45 sec to open complaint case,meeting_notes,Computer is slow – takes 45 sec to open complaint case,negative
DOCE,Admin Aide,When you open a case note on an already open case – sometimes your name isn't there – blank space – sometimes only inspectors are there,meeting_notes,When you open a case note on an already open case – sometimes your name isn't there – blank space – sometimes only inspectors are there,negative
DOCE,Admin Aide,Some things you need to hit Save and other time you don't need to,meeting_notes,Some things you need to hit Save and other time you don't need to,negative
DOCE,Admin Aide,Save button never in the same place or,meeting_notes,Save button never in the same place or,negative
DOCE,Admin Aide,New next to Save and look the same,meeting_notes,New next to Save and look the same,positive
DOCE,Admin Aide,"Notepads, a lot of Excel documents",meeting_notes,"Notepads, a lot of Excel documents",positive
DOCE,Admin Aide,S: Doesn't use Excel on day to day,meeting_notes,S: Doesn't use Excel on day to day,negative
DOCE,Admin Aide,Made cheat sheets and phone lists of commonly ysed things – reference docs,meeting_notes,Made cheat sheets and phone lists of commonly ysed things – reference docs,negative
DOCE,Admin Aide,"Deed search, GIS, MS Teams: will contact cityline [PERSON] Norween",meeting_notes,"Deed search, GIS, MS Teams: will contact cityline [PERSON] Norween",negative
DOCE,Admin Aide,Inspectors update SeeClick Fix – not admin aides,meeting_notes,Inspectors update SeeClick Fix – not admin aides,negative
DOCE,Admin Aide,Mondays are the busiest – 9 or 3pm,meeting_notes,Mondays are the busiest – 9 or 3pm,positive
DOCE,Admin Aide,Closing/Next Steps | 5min | [PERSON],meeting_notes,Closing/Next Steps | 5min | [PERSON],negative
DOCE,Admin Aide,Would be nice for a section specifically for Law/legal,meeting_notes,Would be nice for a section specifically for Law/legal,negative
DOCE,Admin Aide,"7D court filings – don't have a dedicated place for this – would be nice if legal had their own section for it. If no case, adding to other general attachments – a lot in there – their own designated space for it to be uploaded",meeting_notes,"7D court filings – don't have a dedicated place for this – would be nice if legal had their own section for it. If no case, adding to other general attachments – a lot in there – their own designated space for it to be uploaded",negative
DOCE,Admin Aide,"IPS: when trying to save anything – brink of crashing – slows down – loading window – if crashes, will say out of memory",meeting_notes,"IPS: when trying to save anything – brink of crashing – slows down – loading window – if crashes, will say out of memory",negative
DOCE,Admin Aide,Periodic inspections module: Issue with inspector names not sorting alphabetize,meeting_notes,Periodic inspections module: Issue with inspector names not sorting alphabetize,negative
DOCE,Admin Aide,Everything else runs pretty smoothly – mainly processing speed,meeting_notes,Everything else runs pretty smoothly – mainly processing speed,positive
DOCE,Admin Aide,If updating nail and mails – sometimes you can't upload the document,meeting_notes,If updating nail and mails – sometimes you can't upload the document,negative
DOCE,Admin Aide,Issue with feature – put in a complaint under building without a permit – when it times to send out letter *follow up with [PERSON] for details,meeting_notes,Issue with feature – put in a complaint under building without a permit – when it times to send out letter *follow up with [PERSON] for details,negative
DOCE,Admin Aide,Mainly put under Prop Maint Int/Ext - would be more recognizable as Bldg w/o a Permit,meeting_notes,Mainly put under Prop Maint Int/Ext - would be more recognizable as Bldg w/o a Permit,negative
DOCE,Admin Aide,Katelyn creates tickets Re: mailing a letter out - Sometimes can't find the new owner in the system – go into county clerk's deeds and mortgages,meeting_notes,Katelyn creates tickets Re: mailing a letter out - Sometimes can't find the new owner in the system – go into county clerk's deeds and mortgages,negative
DOCE,Admin Aide,"Can't find new owners – creates an issue because old owners calls us, become aggravated/agitated because they sold it",meeting_notes,"Can't find new owners – creates an issue because old owners calls us, become aggravated/agitated because they sold it",negative
DOCE,Admin Aide,Collaboration with other departments?,meeting_notes,Collaboration with other departments?,negative
DOCE,Admin Aide,When waiting on approval for something – if they can't get ahold of Permits office,meeting_notes,When waiting on approval for something – if they can't get ahold of Permits office,negative
DOCE,Admin Aide,[PERSON] Likes that everything is in Camino – database for that,meeting_notes,[PERSON] Likes that everything is in Camino – database for that,positive
DOCE,Admin Aide,Multiple tools they have to handle – would be nice if something that collected those data and inputted in both systems,meeting_notes,Multiple tools they have to handle – would be nice if something that collected those data and inputted in both systems,negative
DOCE,Admin Aide,"AS400: Do use it often, very outdated",meeting_notes,"AS400: Do use it often, very outdated",negative
DOCE,Admin Aide,[PERSON] not really trained on AS400,meeting_notes,[PERSON] not really trained on AS400,negative
DOCE,Admin Aide,Technology Features you like/that work well,meeting_notes,Technology Features you like/that work well,positive
DOCE,Admin Aide,Likes periodics window for Rental Registry,meeting_notes,Likes periodics window for Rental Registry,positive
DOCE,Admin Aide,"Documents on one side, inspection on the other side, add notes to it specifically",meeting_notes,"Documents on one side, inspection on the other side, add notes to it specifically",positive
DOCE,Admin Aide,"PI module layout – likes it better than the complaint module – designed well – when you click on date, doesn't calendar – very useful",meeting_notes,"PI module layout – likes it better than the complaint module – designed well – when you click on date, doesn't calendar – very useful",positive
DOCE,Admin Aide,Likes the layout Only complaint is the list alphabetize,meeting_notes,Likes the layout Only complaint is the list alphabetize,negative
DOCE,Admin Aide,Can see contact phone numbers,meeting_notes,Can see contact phone numbers,negative
DOCE,Admin Aide,That needs to be updated,meeting_notes,That needs to be updated,negative
DOCE,Admin Aide,Owner/contact information – needs to be connected – updated individually in RR module vs complaint module,meeting_notes,Owner/contact information – needs to be connected – updated individually in RR module vs complaint module,negative
DOCE,Admin Aide,Attachment for CofUs – don't see it in the attachments,meeting_notes,Attachment for CofUs – don't see it in the attachments,negative
DOCE,Admin Aide,Mention to [PERSON] ? Anything you wish IPS had?,meeting_notes,Mention to [PERSON] ? Anything you wish IPS had?,negative
DOCE,Admin Aide,Would it be possible for them to add licenses? Tab for that,meeting_notes,Would it be possible for them to add licenses? Tab for that,negative
DOCE,Admin Aide,Make it easier to find,meeting_notes,Make it easier to find,positive
DOCE,Admin Aide,Main place where parcel is,meeting_notes,Main place where parcel is,positive
DOCE,Admin Aide,Camino – changed something they didn't like – if they pick AM/PM - doesn't list time in – doesn't allow for time? [PERSON] adds a note *flag for Camino team – could impact inspectors too,meeting_notes,Camino – changed something they didn't like – if they pick AM/PM - doesn't list time in – doesn't allow for time? [PERSON] adds a note *flag for Camino team – could impact inspectors too,negative
DOCE,Admin Aide,Adds in complaint module,meeting_notes,Adds in complaint module,negative
Assessment,Assessment,[PERSON] Sometimes when it says Cert of Occp has been issued – can't see it for some reason,meeting_notes,[PERSON] Sometimes when it says Cert of Occp has been issued – can't see it for some reason,negative
Assessment,Assessment,Joe: Prefers IPS to Camino,meeting_notes,Joe: Prefers IPS to Camino,negative
Assessment,Assessment,He likes IPS for what he uses it for,meeting_notes,He likes IPS for what he uses it for,positive
Assessment,Assessment,"Easily viewable, attainable, exportable",meeting_notes,"Easily viewable, attainable, exportable",positive
Assessment,Assessment,"For Assessment's purposes as a viewer, has met their needs – not too many negatives",meeting_notes,"For Assessment's purposes as a viewer, has met their needs – not too many negatives",negative
Assessment,Assessment,Uses IPS for historical viewing of permits,meeting_notes,Uses IPS for historical viewing of permits,negative
Assessment,Assessment,Every now and then issue of something not loading – hasn't been a consistent issue,meeting_notes,Every now and then issue of something not loading – hasn't been a consistent issue,negative
Assessment,Assessment,Technology: Likes: Dislikes:,meeting_notes,Technology: Likes: Dislikes:,negative
BAA,BAA ALJs,"Sue is PT ALJ, in once per week. Learning curve in IPS – one of the most difficult programs and processes to learn. A number of functions she can't access from",meeting_notes,"Sue is PT ALJ, in once per week. Learning curve in IPS – one of the most difficult programs and processes to learn. A number of functions she can't access from",negative
BAA,BAA ALJs,Navigating between screens is cumbersome. Sometimes screen minimize,meeting_notes,Navigating between screens is cumbersome. Sometimes screen minimize,negative
BAA,BAA ALJs,Can't view permits within module,meeting_notes,Can't view permits within module,negative
BAA,BAA ALJs,Archaic program Lack of training materials?,meeting_notes,Archaic program Lack of training materials?,negative
BAA,BAA ALJs,No ““how to” within the system – part of it may be infreqeuncy in being here but also not intuitive in terms of navigation – clunky,meeting_notes,No ““how to” within the system – part of it may be infreqeuncy in being here but also not intuitive in terms of navigation – clunky,negative
BAA,BAA ALJs,Functionality depends on people putting stuff in and it going in accurately – for most part that does happen,meeting_notes,Functionality depends on people putting stuff in and it going in accurately – for most part that does happen,positive
BAA,BAA ALJs,[PERSON] Scheduling status and case status is not real clear – there's no adjudication module in terms of what's happening within a current case – have to scan notes to determine,meeting_notes,[PERSON] Scheduling status and case status is not real clear – there's no adjudication module in terms of what's happening within a current case – have to scan notes to determine,negative
BAA,BAA ALJs,"[PERSON] Related cases, whether prior cases of same violation – it's not always clear what the relationship might be and sometimes very pertinent e.g. permit, CC, RR where entirely separate case out there that's different with case violation – for tracking application, that's separate – may have useful information in there, have to hunt everywhere to see if you can put together composite picture of what's occurring, not efficient",meeting_notes,"[PERSON] Related cases, whether prior cases of same violation – it's not always clear what the relationship might be and sometimes very pertinent e.g. permit, CC, RR where entirely separate case out there that's different with case violation – for tracking application, that's separate – may have useful information in there, have to hunt everywhere to see if you can put together composite picture of what's occurring, not efficient",negative
BAA,BAA ALJs,"[PERSON] Can't easily rename files in IPS, drag and drop works pretty well – assigns random ID to it- would be helpful to retitle in IPS",meeting_notes,"[PERSON] Can't easily rename files in IPS, drag and drop works pretty well – assigns random ID to it- would be helpful to retitle in IPS",negative
BAA,BAA ALJs,[PERSON] Fines and fees difficult to separate – what goes to what,meeting_notes,[PERSON] Fines and fees difficult to separate – what goes to what,negative
BAA,BAA ALJs,"Appreciate how staff put it in, but lots of room for error",meeting_notes,"Appreciate how staff put it in, but lots of room for error",negative
BAA,BAA ALJs,Not associated to particular code violations e.g. gen prop violation – which corresponding violation?,meeting_notes,Not associated to particular code violations e.g. gen prop violation – which corresponding violation?,negative
BAA,BAA ALJs,"Apr 1 violations , Apr 4 violations can be recited - should be first ticket on",meeting_notes,"Apr 1 violations , Apr 4 violations can be recited - should be first ticket on",negative
BAA,BAA ALJs,Big point of confusion for staff both in BAA and Codes – not intuitive what fees should be,meeting_notes,Big point of confusion for staff both in BAA and Codes – not intuitive what fees should be,negative
BAA,BAA ALJs,If tickets dismissed because no good service – appears there's a first round of tickets – make it more readily clear,meeting_notes,If tickets dismissed because no good service – appears there's a first round of tickets – make it more readily clear,positive
BAA,BAA ALJs,Should come up during property liens/tax search during ownership changes – hit and miss process,meeting_notes,Should come up during property liens/tax search during ownership changes – hit and miss process,negative
BAA,BAA ALJs,Not every attorney knows to come to Dept of Finance and request tax search (mostly check Real Property database),meeting_notes,Not every attorney knows to come to Dept of Finance and request tax search (mostly check Real Property database),negative
BAA,BAA ALJs,[PERSON] Payments/Fees tab is very confusing.,meeting_notes,[PERSON] Payments/Fees tab is very confusing.,negative
BAA,BAA ALJs,"When ownership changes, prior owner's fines/fees don't disappear, but no way to separate from new owner's responsibility.",meeting_notes,"When ownership changes, prior owner's fines/fees don't disappear, but no way to separate from new owner's responsibility.",negative
BAA,BAA ALJs,Fees are very general -,meeting_notes,Fees are very general -,positive
BAA,BAA ALJs,"Multiple owners and same owner re-cited, doubles, hard to tease it out",meeting_notes,"Multiple owners and same owner re-cited, doubles, hard to tease it out",negative
BAA,BAA ALJs,A way to separate it out so it can you show you clearly violations cited to prior owner versus current owner,meeting_notes,A way to separate it out so it can you show you clearly violations cited to prior owner versus current owner,negative
BAA,BAA ALJs,Seeing changes that were made and when they were made would be helpful,meeting_notes,Seeing changes that were made and when they were made would be helpful,negative
BAA,BAA ALJs,"Ability to track changes, how it got to that point so easier to fix issues rather than figuring out what happened",meeting_notes,"Ability to track changes, how it got to that point so easier to fix issues rather than figuring out what happened",positive
BAA,BAA ALJs,AIMS – certain things that work well,meeting_notes,AIMS – certain things that work well,positive
BAA,BAA ALJs,"Registered owner, but they have multiple license plates, able to see at some point registered to other plates – get an idea of what issue is under hat plate",meeting_notes,"Registered owner, but they have multiple license plates, able to see at some point registered to other plates – get an idea of what issue is under hat plate",negative
BAA,BAA ALJs,"When PO owns multiple properties, no way to view related properties, cases – something centralized to be able to show, or even seeing company X sold 15 properties to company Y, being able to see that",meeting_notes,"When PO owns multiple properties, no way to view related properties, cases – something centralized to be able to show, or even seeing company X sold 15 properties to company Y, being able to see that",negative
BAA,BAA ALJs,Have to look up cases by case number – would be nice to be able to look up by violation number,meeting_notes,Have to look up cases by case number – would be nice to be able to look up by violation number,negative
BAA,BAA ALJs,Decision bank – e..g defaults – someone doesn't appear for,meeting_notes,Decision bank – e..g defaults – someone doesn't appear for,negative
BAA,BAA ALJs,Suggested language – sustain deciison with language,meeting_notes,Suggested language – sustain deciison with language,positive
BAA,BAA ALJs,Template letter with option to customize/change,meeting_notes,Template letter with option to customize/change,negative
BAA,BAA ALJs,e.g. RR failure to apply/obtain - many cases,meeting_notes,e.g. RR failure to apply/obtain - many cases,negative
BAA,BAA ALJs,Something with common language – start with a template and adjust as needed,meeting_notes,Something with common language – start with a template and adjust as needed,positive
BAA,BAA ALJs,"Overview page – overview of violations, number open, number closed on X date",meeting_notes,"Overview page – overview of violations, number open, number closed on X date",negative
BAA,BAA Operations,"Chris: Familiar with process, second nature after 3 years",meeting_notes,"Chris: Familiar with process, second nature after 3 years",positive
BAA,BAA Operations,"Mila: Don't see the point in repeating information twice – put it in notes section, action, and as a codes staff note",meeting_notes,"Mila: Don't see the point in repeating information twice – put it in notes section, action, and as a codes staff note",negative
BAA,BAA Operations,No action specific to dismissal,meeting_notes,No action specific to dismissal,negative
BAA,BAA Operations,Will always need a Codes staff note - log all constituent calls and notes,meeting_notes,Will always need a Codes staff note - log all constituent calls and notes,negative
BAA,BAA Operations,"Lots within the notes – makes it confusing, see case closed, but not clear if it's for first ticket or second ticket",meeting_notes,"Lots within the notes – makes it confusing, see case closed, but not clear if it's for first ticket or second ticket",negative
BAA,BAA Operations,Constituents get frustrated – have to find information fast – lots to parse through,meeting_notes,Constituents get frustrated – have to find information fast – lots to parse through,negative
BAA,BAA Operations,Takes a long time to find information need to update the constituent,meeting_notes,Takes a long time to find information need to update the constituent,negative
BAA,BAA Operations,A way to sort through action log – so you only see BAA actions for instance or only Codes info,meeting_notes,A way to sort through action log – so you only see BAA actions for instance or only Codes info,negative
BAA,BAA Operations,Ability to organize by action type or department or,meeting_notes,Ability to organize by action type or department or,positive
BAA,BAA Operations,Very detailed within info to put int,meeting_notes,Very detailed within info to put int,positive
BAA,BAA Operations,Not great for customer service – could be more simplified,meeting_notes,Not great for customer service – could be more simplified,negative
BAA,BAA Operations,Mila – used to work for court of appeal – moved to electronic procedures – all the physical paperwork – all digital,meeting_notes,Mila – used to work for court of appeal – moved to electronic procedures – all the physical paperwork – all digital,negative
BAA,BAA Operations,"All the parts – respondents, judge, notary, clerks – all could participate in procedure – could log in and upload their claims or appeals – decisions, sign there with electronic signature",meeting_notes,"All the parts – respondents, judge, notary, clerks – all could participate in procedure – could log in and upload their claims or appeals – decisions, sign there with electronic signature",negative
BAA,BAA Operations,Could access and see because it's public,meeting_notes,Could access and see because it's public,positive
BAA,BAA Operations,IPS was more for administrative tool originally?,meeting_notes,IPS was more for administrative tool originally?,negative
BAA,BAA Operations,AIMS – use for illegal setouts – confusing that there's a Code Enforcement module – can it be renamed / call it ISO or set outs instead?,meeting_notes,AIMS – use for illegal setouts – confusing that there's a Code Enforcement module – can it be renamed / call it ISO or set outs instead?,negative
BAA,BAA Operations,Draft D&O to mail out – sometimes more than one owner address,meeting_notes,Draft D&O to mail out – sometimes more than one owner address,negative
BAA,BAA Operations,Time consuming to parse through,meeting_notes,Time consuming to parse through,negative
BAA,BAA Operations,Have user updated and date on the address/contact similar to timestamps on what's on Images/Doc section,meeting_notes,Have user updated and date on the address/contact similar to timestamps on what's on Images/Doc section,negative
BAA,BAA Operations,Any type of hearing schedule would be helpful – people who come to BAA and don't have a ticket number,meeting_notes,Any type of hearing schedule would be helpful – people who come to BAA and don't have a ticket number,negative
BAA,BAA Operations,"Constituent gets mailed that info, but don't always bring it with them",meeting_notes,"Constituent gets mailed that info, but don't always bring it with them",negative
BAA,BAA Operations,Have to look it up in IPS to find the ticket number,meeting_notes,Have to look it up in IPS to find the ticket number,negative
BAA,BAA Operations,Have 3 different Outlook calendars for hearing schedules,meeting_notes,Have 3 different Outlook calendars for hearing schedules,negative
BAA,BAA Operations,Ability to search by address so they don't have to find the TaxID,meeting_notes,Ability to search by address so they don't have to find the TaxID,positive
BAA,BAA Operations,Tools County Clerk for deeds,meeting_notes,Tools County Clerk for deeds,negative
BAA,BAA Operations,USPS tracking Likes Color coordination – BAA actions are green – would be helpful if they were shades of green/grouped for a reason,meeting_notes,USPS tracking Likes Color coordination – BAA actions are green – would be helpful if they were shades of green/grouped for a reason,negative
BAA,BAA Operations,"Likes notes tab – nice that it's separate from action log and summary of everything – can see what round of ticketing they're on, round of ticket",meeting_notes,"Likes notes tab – nice that it's separate from action log and summary of everything – can see what round of ticketing they're on, round of ticket",positive
BAA,BAA Operations,"Likes how detailed the info we can input is – just the way more organized could be more visual – make it easier to find key information, latest note",meeting_notes,"Likes how detailed the info we can input is – just the way more organized could be more visual – make it easier to find key information, latest note",positive
BAA,BAA Operations,Likes when they search that you can see what's open and what's closed,meeting_notes,Likes when they search that you can see what's open and what's closed,positive
BAA,BAA Operations,Dislikes,meeting_notes,Dislikes,positive
BAA,BAA Supervisors,Every part of the BAA process – IPS is not a ticketing/ court adjudication platform – trying to use it for that – it's too much for what BAA is capable of,meeting_notes,Every part of the BAA process – IPS is not a ticketing/ court adjudication platform – trying to use it for that – it's too much for what BAA is capable of,negative
BAA,BAA Supervisors,Manual ticketing process – drafted in Word docs (time consuming) - leads to human error,meeting_notes,Manual ticketing process – drafted in Word docs (time consuming) - leads to human error,negative
BAA,BAA Supervisors,Individual complaint cases – can't see overarching property or user account – have to click on each individual case or even higher level,meeting_notes,Individual complaint cases – can't see overarching property or user account – have to click on each individual case or even higher level,negative
BAA,BAA Supervisors,FOIL for SHA – have to go into each individual case to see which ones have tickets,meeting_notes,FOIL for SHA – have to go into each individual case to see which ones have tickets,negative
BAA,BAA Supervisors,Ideally would be able to view by property and/or property owner,meeting_notes,Ideally would be able to view by property and/or property owner,positive
BAA,BAA Supervisors,Payments – fines input for each individual,meeting_notes,Payments – fines input for each individual,negative
BAA,BAA Supervisors,Not clear which payments for which date and which for rollover – when CPC or Codes looking at it – hard when other teams looking at it or newer staff – hard to figure out what you're looking out,meeting_notes,Not clear which payments for which date and which for rollover – when CPC or Codes looking at it – hard when other teams looking at it or newer staff – hard to figure out what you're looking out,negative
BAA,BAA Supervisors,"Sometimes pay a round 2 but not a round 1, confusing when there are multiple",meeting_notes,"Sometimes pay a round 2 but not a round 1, confusing when there are multiple",negative
BAA,BAA Supervisors,[PERSON] cases not linked is top frustration,meeting_notes,[PERSON] cases not linked is top frustration,negative
BAA,BAA Supervisors,"[PERSON] Hearings – it's not an AJ platform, so ability for PO to contest or schedule the hearing, ability for judge to issue decision",meeting_notes,"[PERSON] Hearings – it's not an AJ platform, so ability for PO to contest or schedule the hearing, ability for judge to issue decision",negative
BAA,BAA Supervisors,"Schedule inspection at point there's a hearing doing in IPS, but in a perfect world would be similar to parking process which has gotten a lot better",meeting_notes,"Schedule inspection at point there's a hearing doing in IPS, but in a perfect world would be similar to parking process which has gotten a lot better",negative
BAA,BAA Supervisors,"Parking: handheld device – they do ticket, it prints, affix it and take all pictures on there",meeting_notes,"Parking: handheld device – they do ticket, it prints, affix it and take all pictures on there",negative
BAA,BAA Supervisors,"In perfect world, Codes doing on there",meeting_notes,"In perfect world, Codes doing on there",positive
BAA,BAA Supervisors,At point there is a ticket – Codes is doing it,meeting_notes,At point there is a ticket – Codes is doing it,negative
BAA,BAA Supervisors,"Codes is doing service, mailing",meeting_notes,"Codes is doing service, mailing",positive
BAA,BAA Supervisors,Ticket has QR code and it takes them into a portal that shows them all of their pictures,meeting_notes,Ticket has QR code and it takes them into a portal that shows them all of their pictures,positive
BAA,BAA Supervisors,Constituents can't access photos currently – security concerns with IPS,meeting_notes,Constituents can't access photos currently – security concerns with IPS,negative
BAA,BAA Supervisors,"They can pay or dispute right online (by mail, virtual, or in person – can pick date or time if want in person, if they want virtual, they can schedule directly)",meeting_notes,"They can pay or dispute right online (by mail, virtual, or in person – can pick date or time if want in person, if they want virtual, they can schedule directly)",negative
BAA,BAA Supervisors,Currently – doing virtual in teams and scheduling in person in Word,meeting_notes,Currently – doing virtual in teams and scheduling in person in Word,negative
BAA,BAA Supervisors,"Ideally could schedule across BAA, inspector, PO",meeting_notes,"Ideally could schedule across BAA, inspector, PO",negative
BAA,BAA Supervisors,On that date/time - pop up and record and automatically be in the case,meeting_notes,On that date/time - pop up and record and automatically be in the case,positive
BAA,BAA Supervisors,"Right now if done on Team, save recording and on OneDrive, not linked to case in IPS. In person hearing, doing handheld records. Someone manually pulls off and saves in a file.",meeting_notes,"Right now if done on Team, save recording and on OneDrive, not linked to case in IPS. In person hearing, doing handheld records. Someone manually pulls off and saves in a file.",negative
BAA,BAA Supervisors,"Whole hearing process – ideally would be more automated for BAA staff, but also more transparent for public",meeting_notes,"Whole hearing process – ideally would be more automated for BAA staff, but also more transparent for public",negative
BAA,BAA Supervisors,Shortcomings: constituents can't see any of the evidence,meeting_notes,Shortcomings: constituents can't see any of the evidence,negative
BAA,BAA Supervisors,All done manually by BAA staff:,meeting_notes,All done manually by BAA staff:,negative
BAA,BAA Supervisors,Notice of appearance for attorney,meeting_notes,Notice of appearance for attorney,negative
BAA,BAA Supervisors,Affidavit if LLC Ideally would have: Forms generation*,meeting_notes,Affidavit if LLC Ideally would have: Forms generation*,negative
BAA,BAA Supervisors,"When there's multiple violations, it gets cumbersome in IPS",meeting_notes,"When there's multiple violations, it gets cumbersome in IPS",negative
BAA,BAA Supervisors,Can't tell which picture goes to which violation – photos not linked to violation,meeting_notes,Can't tell which picture goes to which violation – photos not linked to violation,negative
BAA,BAA Supervisors,Ideally: infestation photo – violation – what homeowner submitted as proof of clearing it up – all linked,meeting_notes,Ideally: infestation photo – violation – what homeowner submitted as proof of clearing it up – all linked,negative
BAA,BAA Supervisors,"Often see the inspectors miss things – especially with building certs, fire certs, etc.",meeting_notes,"Often see the inspectors miss things – especially with building certs, fire certs, etc.",negative
BAA,BAA Supervisors,Periodic inspections Multiple rounds of tickets – big issue,meeting_notes,Periodic inspections Multiple rounds of tickets – big issue,negative
BAA,BAA Supervisors,"Service component – in a perfect world, BAA has nothing to do with service – ideally system helps Codes so they're the one doing the service (has to be certified mail and personal)",meeting_notes,"Service component – in a perfect world, BAA has nothing to do with service – ideally system helps Codes so they're the one doing the service (has to be certified mail and personal)",positive
BAA,BAA Supervisors,Theoretically new system could help with certified mail tracking,meeting_notes,Theoretically new system could help with certified mail tracking,negative
BAA,BAA Supervisors,"Hearing overview sheet – list every violation – BAA doesn't print all pictures, too cumbersome – don't indicate which image goes with which violation – may bring it up on smart screen – BAA doesn't rely on pictures too much – rare someone contests underlying violation but would think it would be better built out to connect the two",meeting_notes,"Hearing overview sheet – list every violation – BAA doesn't print all pictures, too cumbersome – don't indicate which image goes with which violation – may bring it up on smart screen – BAA doesn't rely on pictures too much – rare someone contests underlying violation but would think it would be better built out to connect the two",negative
BAA,BAA Supervisors,"Sometimes things missed entirely – most communication is on phones for inspectors, so none of that correspondence is captured – that is one facet",meeting_notes,"Sometimes things missed entirely – most communication is on phones for inspectors, so none of that correspondence is captured – that is one facet",negative
BAA,BAA Supervisors,"Other facet, is within IPS, even if they have updates, still combining through all case notes and attachments to make sense of it",meeting_notes,"Other facet, is within IPS, even if they have updates, still combining through all case notes and attachments to make sense of it",negative
BAA,BAA Supervisors,"From adjudication/consstuent services: if easier way to have device in field that worked, that pushes notes to including texts and emails",meeting_notes,"From adjudication/consstuent services: if easier way to have device in field that worked, that pushes notes to including texts and emails",negative
BAA,BAA Supervisors,One of the biggest things they hear: inspector – texting back and forth or spoken with and that's not reflected in system,meeting_notes,One of the biggest things they hear: inspector – texting back and forth or spoken with and that's not reflected in system,negative
BAA,BAA Supervisors,Technology Likes Search capabilities is helpful – name or address,meeting_notes,Technology Likes Search capabilities is helpful – name or address,positive
BAA,BAA Supervisors,Can't search by LLC,meeting_notes,Can't search by LLC,negative
BAA,BAA Supervisors,"Address search less reliable – ideally would be able to search by mailing address, what's in google and pull up parcel address",meeting_notes,"Address search less reliable – ideally would be able to search by mailing address, what's in google and pull up parcel address",negative
BAA,BAA Supervisors,Tax ID search is reliable,meeting_notes,Tax ID search is reliable,negative
BAA,BAA Supervisors,Which apartment of the structure is cited? Disconnect between tax map parcels and what those addresses are in USPS,meeting_notes,Which apartment of the structure is cited? Disconnect between tax map parcels and what those addresses are in USPS,negative
BAA,BAA Supervisors,Dislikes Case management Other tools USPS website for tracking,meeting_notes,Dislikes Case management Other tools USPS website for tracking,negative
BAA,BAA Supervisors,"Individualized BAA email and phone line – constituent services, when people get a ticket",meeting_notes,"Individualized BAA email and phone line – constituent services, when people get a ticket",negative
BAA,BAA Supervisors,Dispute through a physical form – mail back to us,meeting_notes,Dispute through a physical form – mail back to us,negative
BAA,BAA Supervisors,"People email questions, dispute/adjournment requests",meeting_notes,"People email questions, dispute/adjournment requests",negative
BAA,BAA Supervisors,Same with calls MS Teams for virtual hearings,meeting_notes,Same with calls MS Teams for virtual hearings,negative
BAA,BAA Supervisors,Outlook for scheduling Outlook for communication with Codes to get tickets – Codes emails word docs of ticket,meeting_notes,Outlook for scheduling Outlook for communication with Codes to get tickets – Codes emails word docs of ticket,negative
BAA,BAA Supervisors,[PERSON] still gets IPS notification from original build out,meeting_notes,[PERSON] still gets IPS notification from original build out,negative
BAA,BAA Supervisors,Volume too high MS Word for every template or form in the process,meeting_notes,Volume too high MS Word for every template or form in the process,negative
BAA,BAA Supervisors,MS Excel for tracking – appeals (used to track for every hearing),meeting_notes,MS Excel for tracking – appeals (used to track for every hearing),positive
BAA,BAA Supervisors,Weekly calendar sent to Council and others – make in Excel and send PDF,meeting_notes,Weekly calendar sent to Council and others – make in Excel and send PDF,positive
BAA,BAA Supervisors,"In perfect world, hearing calendar would link to city webpage as well as copies of the decision",meeting_notes,"In perfect world, hearing calendar would link to city webpage as well as copies of the decision",positive
BAA,BAA Supervisors,Doodle to schedule appeals panels,meeting_notes,Doodle to schedule appeals panels,negative
BAA,BAA Supervisors,WestLaw to check addresses for services,meeting_notes,WestLaw to check addresses for services,negative
BAA,BAA Supervisors,Image Mate Online – assessed owner addresses,meeting_notes,Image Mate Online – assessed owner addresses,negative
BAA,BAA Supervisors,County Clerk deed look-up,meeting_notes,County Clerk deed look-up,negative
BAA,BAA Supervisors,AS400 NYS of State for LLCs and other businesses,meeting_notes,AS400 NYS of State for LLCs and other businesses,negative
BAA,BAA Supervisors,Handheld recorder for hearings,meeting_notes,Handheld recorder for hearings,negative
BAA,BAA Supervisors,FoxIt PDFs – for forms and prep for hearings – combining documents,meeting_notes,FoxIt PDFs – for forms and prep for hearings – combining documents,negative
BAA,BAA Supervisors,City won't pay for Adobe,meeting_notes,City won't pay for Adobe,negative
BAA,BAA Supervisors,If someone wants to know the open violations – search by,meeting_notes,If someone wants to know the open violations – search by,negative
BAA,BAA Supervisors,Click into each case individually to verify fees – would be nice if there's a filter option,meeting_notes,Click into each case individually to verify fees – would be nice if there's a filter option,negative
BAA,BAA Supervisors,Tracking Would be easier to be able to batch add fees e.g. 4 gen prop rather than re-enter,meeting_notes,Tracking Would be easier to be able to batch add fees e.g. 4 gen prop rather than re-enter,negative
BAA,BAA Supervisors,IPS freezes every now and then,meeting_notes,IPS freezes every now and then,negative
BAA,BAA Supervisors,"Notes section can get chaotic – so much data in there (inspections, notes) - if reviewing quickly, it can be confusing",meeting_notes,"Notes section can get chaotic – so much data in there (inspections, notes) - if reviewing quickly, it can be confusing",negative
