department,focus_group,expectations,source,processed_text,sentiment
NBD,NBD Data Team,(to keep) “one stop shop” for property records (pre-camino),worksheet,(to keep) “one stop shop” for property records (pre-camino),negative
NBD,NBD Data Team,"(to keep) Zoning, Codes, Permits, Fire",worksheet,"(to keep) Zoning, Codes, Permits, Fire",positive
NBD,NBD Data Team,Imporved case management tools for users: ability to finding upcoming unclosed so routes can be planned more ethuinituly,worksheet,Imporved case management tools for users: ability to finding upcoming unclosed so routes can be planned more ethuinituly,positive
NBD,NBD Data Team,"High level front-end reporting capabilities for leadership – compliance, on building block log cases, time to resolve, cases infor updates in x makes, etc",worksheet,"High level front-end reporting capabilities for leadership – compliance, on building block log cases, time to resolve, cases infor updates in x makes, etc",positive
NBD,NBD Data Team,Direct scheduling for applicants! Ontwok integration,worksheet,Direct scheduling for applicants! Ontwok integration,negative
NBD,NBD Data Team,"Usability or monthly quick links to other systems – AS400, Camino",worksheet,"Usability or monthly quick links to other systems – AS400, Camino",positive
NBD,NBD Data Team,Have cleaner sorting and filtering features within a parcel,worksheet,Have cleaner sorting and filtering features within a parcel,negative
NBD,NBD Data Team,Add insert / update / delete functionality,worksheet,Add insert / update / delete functionality,negative
NBD,NBD Data Team,Have them be a component of main parcel?,worksheet,Have them be a component of main parcel?,negative
NBD,NBD Data Team,(to keep) Ability to pull data with SQL,worksheet,(to keep) Ability to pull data with SQL,positive
NBD,NBD Data Team,Easier way to modify violations.,worksheet,Easier way to modify violations.,negative
NBD,NBD Data Team,For sorting and categorizing,worksheet,For sorting and categorizing,neutral
NBD,NBD Data Team,Updating IPS through SQL,worksheet,Updating IPS through SQL,negative
NBD,NBD Data Team,Easier complaint search on parcel view,worksheet,Easier complaint search on parcel view,negative
NBD,NBD Data Team,Violations summary & units affected,worksheet,Violations summary & units affected,neutral
NBD,NBD Data Team,"Being able to post to the database (eg, to flag a batch of parcels as vacant once a week)",worksheet,"Being able to post to the database (eg, to flag a batch of parcels as vacant once a week)",positive
NBD,NBD Data Team,"More robust automation or scripting possibilities, so that more updates or QA/QC can be automated",worksheet,"More robust automation or scripting possibilities, so that more updates or QA/QC can be automated",positive
NBD,NBD Data Team,"Allow for if this then that bridges between programs, integrations with a CRM or GIS software, etc",worksheet,"Allow for if this then that bridges between programs, integrations with a CRM or GIS software, etc",positive
NBD,NBD Data Team,"I'm not sure the best improvement here, but tracking residential units and which complaint goes to which unit is so frustrating",worksheet,"I'm not sure the best improvement here, but tracking residential units and which complaint goes to which unit is so frustrating",negative
NBD,NBD Data Team,The ability to configure validation for different data fields,worksheet,The ability to configure validation for different data fields,positive
NBD,NBD Data Team,"(to keep) Customizability for actions, attributes, etc. (eg, “Rental Registry Required”)",worksheet,"(to keep) Customizability for actions, attributes, etc. (eg, “Rental Registry Required”)",negative
NBD,NBD Data Team,(to keep) Approval groups so that case management & review happens in the same system,worksheet,(to keep) Approval groups so that case management & review happens in the same system,negative
NBD,NBD Data Team,I want better documentation for the database. We don't have any robust EO diagrams!,worksheet,I want better documentation for the database. We don't have any robust EO diagrams!,positive
NBD,NBD Data Team,"Please, let's have modern scripting options (eg, Python not Visual Basic; posting to the database)",worksheet,"Please, let's have modern scripting options (eg, Python not Visual Basic; posting to the database)",negative
NBD,NBD Data Team,"If the new software could integrate with Esri, a contact management software (like Salesforce), or other tools, we could accomplish so much more",worksheet,"If the new software could integrate with Esri, a contact management software (like Salesforce), or other tools, we could accomplish so much more",negative
NBD,NBD Internal,Might be a bug,worksheet,Might be a bug,negative
NBD,NBD Internal,A drop down for ERP referrals to indicate where the referral came,worksheet,A drop down for ERP referrals to indicate where the referral came,negative
NBD,NBD Internal,Build system with drop down selection of where the referred came from to start documenting which agency placed them.,worksheet,Build system with drop down selection of where the referred came from to start documenting which agency placed them.,negative
NBD,NBD Internal,Something tangible that can get auto emailed to ambassadors,worksheet,Something tangible that can get auto emailed to ambassadors,positive
NBD,NBD Internal,(to keep) Allow all users to leave notes “codes staff notes”,worksheet,(to keep) Allow all users to leave notes “codes staff notes”,positive
NBD,NBD Internal,Geographic viewing of addresses nearby.,worksheet,Geographic viewing of addresses nearby.,negative
NBD,NBD Internal,Data sharing / backend access with county,worksheet,Data sharing / backend access with county,negative
NBD,NBD Internal,(to keep) Interdepartmental access,worksheet,(to keep) Interdepartmental access,positive
NBD,NBD Internal,Ways to mass enter data not through Hamer,worksheet,Ways to mass enter data not through Hamer,negative
NBD,NBD Internal,"eTax, IPS, AS400, Camino, etc. Too many to consolidate. Should be easier to access information from standard site",worksheet,"eTax, IPS, AS400, Camino, etc. Too many to consolidate. Should be easier to access information from standard site",negative
NBD,NBD Internal,"Old permit information hasn't been transferred. They've stopped storing insurances, surveys need better record storage",worksheet,"Old permit information hasn't been transferred. They've stopped storing insurances, surveys need better record storage",positive
NBD,NBD Internal,Something NBD/Law /Finance can all use,worksheet,Something NBD/Law /Finance can all use,negative
NBD,NBD Internal,"(to keep) Easy interface, can see whole story at once",worksheet,"(to keep) Easy interface, can see whole story at once",positive
NBD,NBD Internal,(to keep) Tickle dates / reminders,worksheet,(to keep) Tickle dates / reminders,positive
NBD,NBD Internal,(to keep) Ability to add / remove entry option at will,worksheet,(to keep) Ability to add / remove entry option at will,positive
NBD,NBD Internal,(to keep) Ability to pull data from multiple cases at once,worksheet,(to keep) Ability to pull data from multiple cases at once,positive
Assessment,Assessment,"As far as current use of IPS – don't know what we don't know. Before today, didn't know Rental Registry was in there. Didn't have a comprehensive training. Haven't gone down rabbit hole of looking at fines. Knowing what houses have stop work orders is helpful – that would be helpful",meeting_notes,"As far as current use of IPS – don't know what we don't know. Before today, didn't know Rental Registry was in there. Didn't have a comprehensive training. Haven't gone down rabbit hole of looking at fines. Knowing what houses have stop work orders is helpful – that would be helpful",positive
Assessment,Assessment,Share stop work order map*,meeting_notes,Share stop work order map*,negative
Assessment,Assessment,He would be curious to know of all the stop work orders how many go an obtain a permit?,meeting_notes,He would be curious to know of all the stop work orders how many go an obtain a permit?,positive
Assessment,Assessment,Would be interested to know of everyone that has a stop work order,meeting_notes,Would be interested to know of everyone that has a stop work order,positive
Assessment,Assessment,Do sometimes look at real estate listings – may say kitchen has been remodeled or refinished basement – will say assessor doesn't know right in the listing,meeting_notes,Do sometimes look at real estate listings – may say kitchen has been remodeled or refinished basement – will say assessor doesn't know right in the listing,negative
Assessment,Assessment,Would be easier if IPS has building permits – forced to learn new system – [PERSON] completely depends on Joe for look ups in Camino – if we could go to one system and see everything that would be helpful,meeting_notes,Would be easier if IPS has building permits – forced to learn new system – [PERSON] completely depends on Joe for look ups in Camino – if we could go to one system and see everything that would be helpful,positive
Assessment,Assessment,IPS intuitive from their perspective,meeting_notes,IPS intuitive from their perspective,positive
Assessment,Assessment,If they could find resubs maps easier – user issue more than anything,meeting_notes,If they could find resubs maps easier – user issue more than anything,negative
BAA,BAA ALJs,"Too many windows – better layout, user interface could be more intuitive. Maybe part of that is an adjudication specific module could help",meeting_notes,"Too many windows – better layout, user interface could be more intuitive. Maybe part of that is an adjudication specific module could help",negative
BAA,BAA ALJs,Admin Aides and interns to do tracking to confirm service – ability to enter tracking number on each ticket and timer to set for 30 days – check tracking at USPS website and change status to yes serve and attach confirmation – ability to automate,meeting_notes,Admin Aides and interns to do tracking to confirm service – ability to enter tracking number on each ticket and timer to set for 30 days – check tracking at USPS website and change status to yes serve and attach confirmation – ability to automate,positive
BAA,BAA ALJs,AIMS – way to send decisions via email to registered owner,meeting_notes,AIMS – way to send decisions via email to registered owner,neutral
BAA,BAA ALJs,MS Teams invite – sometimes issues with,meeting_notes,MS Teams invite – sometimes issues with,negative
BAA,BAA ALJs,Email directly from application would be nice,meeting_notes,Email directly from application would be nice,positive
BAA,BAA ALJs,Save email as an attachment automatically – lives in case – records when contact happened,meeting_notes,Save email as an attachment automatically – lives in case – records when contact happened,negative
BAA,BAA ALJs,"Manually record everything – ability for application record, download and save the hearings",meeting_notes,"Manually record everything – ability for application record, download and save the hearings",positive
BAA,BAA ALJs,"Codes inspectors are out in the field for long periods of times, checking on multiple properties throughout the day – don't always upload notes onto IPS – makes it difficult to know what's going on. Need to be on network with IPS",meeting_notes,"Codes inspectors are out in the field for long periods of times, checking on multiple properties throughout the day – don't always upload notes onto IPS – makes it difficult to know what's going on. Need to be on network with IPS",negative
BAA,BAA ALJs,"Way to have secure app with SSO for Codes to use on phones – if they need to upload photos or notes, they can do it on demand",meeting_notes,"Way to have secure app with SSO for Codes to use on phones – if they need to upload photos or notes, they can do it on demand",positive
BAA,BAA ALJs,So they don't need to come back to the office at end of the day and do that,meeting_notes,So they don't need to come back to the office at end of the day and do that,positive
BAA,BAA ALJs,Internal purposes – automatic tracking for USPS,meeting_notes,Internal purposes – automatic tracking for USPS,positive
BAA,BAA ALJs,The fact that something says delivered or not – not evidence that,meeting_notes,The fact that something says delivered or not – not evidence that,negative
BAA,BAA ALJs,"May need real human being to double check that, but getting receipts",meeting_notes,"May need real human being to double check that, but getting receipts",positive
BAA,BAA ALJs,Web of ownership not always as easy to unravel – but would be nice to extent possible we could see what ownership is,meeting_notes,Web of ownership not always as easy to unravel – but would be nice to extent possible we could see what ownership is,positive
BAA,BAA ALJs,Retain – color code is a good thing,meeting_notes,Retain – color code is a good thing,positive
BAA,BAA ALJs,By department and action,meeting_notes,By department and action,positive
BAA,BAA ALJs,Inspection vs violations vs actions,meeting_notes,Inspection vs violations vs actions,negative
BAA,BAA ALJs,IPS tells you which user to make a change – automatically records users,meeting_notes,IPS tells you which user to make a change – automatically records users,positive
BAA,BAA ALJs,Other shortcomings – slow,meeting_notes,Other shortcomings – slow,negative
BAA,BAA ALJs,"Dislike - Result – turns red, only opens up inspection, have to write down case number and search case",meeting_notes,"Dislike - Result – turns red, only opens up inspection, have to write down case number and search case",negative
BAA,BAA ALJs,Everything is called an inspection in the system – something to distinguish tickler dates from actual in person inspections,meeting_notes,Everything is called an inspection in the system – something to distinguish tickler dates from actual in person inspections,negative
BAA,BAA ALJs,Need inspection to mean actual investigation,meeting_notes,Need inspection to mean actual investigation,positive
BAA,BAA ALJs,educe use of windows – would be helpful.,meeting_notes,educe use of windows – would be helpful.,positive
BAA,BAA Operations,Would be helpful to see what's owed – summary at case and property level without having to click into each case – to quickly see which tickets still have fines,meeting_notes,Would be helpful to see what's owed – summary at case and property level without having to click into each case – to quickly see which tickets still have fines,negative
BAA,BAA Operations,Likes MS Teams – makes it easier for hearings,meeting_notes,Likes MS Teams – makes it easier for hearings,positive
BAA,BAA Operations,Attorneys and inspectors respond quickly,meeting_notes,Attorneys and inspectors respond quickly,neutral
BAA,BAA Operations,Would be helpful for notifications within IPS,meeting_notes,Would be helpful for notifications within IPS,positive
BAA,BAA Operations,Workflow – notify inspector of hearing date,meeting_notes,Workflow – notify inspector of hearing date,positive
BAA,BAA Operations,Helpful to be able to see inspector availability in Outlook – not all of them maintain it,meeting_notes,Helpful to be able to see inspector availability in Outlook – not all of them maintain it,positive
BAA,BAA Operations,"Constituent access – maybe not full access, but can see legal evidence they should have access to– public facing portal",meeting_notes,"Constituent access – maybe not full access, but can see legal evidence they should have access to– public facing portal",positive
BAA,BAA Operations,Ability to submit documents,meeting_notes,Ability to submit documents,positive
BAA,BAA Operations,File dispute on there,meeting_notes,File dispute on there,negative
BAA,BAA Operations,Can't do appeals online – need to be certified mail,meeting_notes,Can't do appeals online – need to be certified mail,negative
BAA,BAA Operations,When LLC calls to check on 20 properties – spend an hour finding information,meeting_notes,When LLC calls to check on 20 properties – spend an hour finding information,negative
BAA,BAA Operations,Ability to search by owner – they may call with address but not case number,meeting_notes,Ability to search by owner – they may call with address but not case number,positive
BAA,BAA Operations,Can't search by ticket/violation number,meeting_notes,Can't search by ticket/violation number,negative
BAA,BAA Operations,e.g. SyrNotify system – they have to add their own properties to subscribe to notifications for,meeting_notes,e.g. SyrNotify system – they have to add their own properties to subscribe to notifications for,negative
BAA,BAA Operations,Public facing portal – explains that they should contact DOCE for the violations and the BAA for the fine – that they're too separate things – they don't know who to talk to,meeting_notes,Public facing portal – explains that they should contact DOCE for the violations and the BAA for the fine – that they're too separate things – they don't know who to talk to,positive
BAA,BAA Operations,Issue with Code Enforcement – if someone calls and sees its with BAA – transfer to BAA even if the question is violation related,meeting_notes,Issue with Code Enforcement – if someone calls and sees its with BAA – transfer to BAA even if the question is violation related,negative
BAA,BAA Operations,Gets calls on BAA line – what's on the ticket,meeting_notes,Gets calls on BAA line – what's on the ticket,negative
BAA,BAA Operations,BAA ticket doesn't have the Codes corrective action on there,meeting_notes,BAA ticket doesn't have the Codes corrective action on there,negative
BAA,BAA Operations,Ability to batch add fees – have to add one-by-one,meeting_notes,Ability to batch add fees – have to add one-by-one,positive
BAA,BAA Supervisors,[PERSON] Hearing/court system capabilities – ability for all parts of ticketing/adjudication process,meeting_notes,[PERSON] Hearing/court system capabilities – ability for all parts of ticketing/adjudication process,positive
BAA,BAA Supervisors,[PERSON] Ability to link cases. Simple things like UI – if BAA inspections were a different color than Codes,meeting_notes,[PERSON] Ability to link cases. Simple things like UI – if BAA inspections were a different color than Codes,positive
BAA,BAA Supervisors,Communication? Teams invite Codes engagement in the hearing has changed – up to [PERSON],meeting_notes,Communication? Teams invite Codes engagement in the hearing has changed – up to [PERSON],negative
BAA,BAA Supervisors,He started requiring inspectors to come to hearings more recently,meeting_notes,He started requiring inspectors to come to hearings more recently,negative
BAA,BAA Supervisors,If mechanism where Codes inspector would be required to do something within the software maybe they wouldn't need to come every time,meeting_notes,If mechanism where Codes inspector would be required to do something within the software maybe they wouldn't need to come every time,positive
BAA,BAA Supervisors,"Either missing, or not providing a hearing appropriate update – maybe doesn't include details of the PO communication or outstanding issue",meeting_notes,"Either missing, or not providing a hearing appropriate update – maybe doesn't include details of the PO communication or outstanding issue",negative
BAA,BAA Supervisors,"So many cases are getting dismissed – so [PERSON] deciding they are going to go the hearing (can be challenging, may interfere with their field work)",meeting_notes,"So many cases are getting dismissed – so [PERSON] deciding they are going to go the hearing (can be challenging, may interfere with their field work)",negative
BAA,BAA Supervisors,Codes has started emailing [PERSON] if there's a case they want – deny the referral – if there was something in system so Codes can remove the referral that would be ideal,meeting_notes,Codes has started emailing [PERSON] if there's a case they want – deny the referral – if there was something in system so Codes can remove the referral that would be ideal,positive
BAA,BAA Supervisors,May be quicker if tickets weren't emailed,meeting_notes,May be quicker if tickets weren't emailed,negative
BAA,BAA Supervisors,Could submit request to dismiss/void - BAA doesn't care as long,meeting_notes,Could submit request to dismiss/void - BAA doesn't care as long,negative
BAA,BAA Supervisors,[PERSON] schedule meeting for BAA actions*,meeting_notes,[PERSON] schedule meeting for BAA actions*,negative
BAA,BAA Supervisors,Would like to be able to add certain actions:,meeting_notes,Would like to be able to add certain actions:,positive
BAA,BAA Supervisors,Request for More Information Received,meeting_notes,Request for More Information Received,negative
BAA,BAA Supervisors,Request for More Information Sent,meeting_notes,Request for More Information Sent,negative
BAA,BAA Supervisors,Outstanding balance would be nice to be able to see at the top/property summary – filtering abilities,meeting_notes,Outstanding balance would be nice to be able to see at the top/property summary – filtering abilities,positive
BAA,BAA Supervisors,There are multiple rounds – fees are difficult to interpret,meeting_notes,There are multiple rounds – fees are difficult to interpret,negative
BAA,BAA Supervisors,Don't sort by round,meeting_notes,Don't sort by round,negative
BAA,BAA Supervisors,If multiple rounds and still unpaid would be easier they were grouped,meeting_notes,If multiple rounds and still unpaid would be easier they were grouped,positive
BAA,BAA Supervisors,Uses different platforms for addressing,meeting_notes,Uses different platforms for addressing,neutral
BAA,BAA Supervisors,Water billing address or DOS NYS filing address,meeting_notes,Water billing address or DOS NYS filing address,negative
BAA,BAA Supervisors,Beacon Image Mate – shows when property sold,meeting_notes,Beacon Image Mate – shows when property sold,neutral
BAA,BAA Supervisors,Sometimes Codes address doesn't match what BAA has and it's a back and forth,meeting_notes,Sometimes Codes address doesn't match what BAA has and it's a back and forth,negative
CPC,CPC,Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce,meeting_notes,Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce,positive
CPC,CPC,Would mean they don't have to look up each individual cases,meeting_notes,Would mean they don't have to look up each individual cases,negative
CPC,CPC,IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket,meeting_notes,IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket,positive
CPC,CPC,Ties into main account – what's missing here – an account overview,meeting_notes,Ties into main account – what's missing here – an account overview,negative
CPC,CPC,Can also merge multiple license plates together – can merge contacts together,meeting_notes,Can also merge multiple license plates together – can merge contacts together,neutral
CPC,CPC,At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down),meeting_notes,At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down),positive
CPC,CPC,Fees outstanding- reliable number (total $$),meeting_notes,Fees outstanding- reliable number (total $$),positive
CPC,CPC,If current RR or CC – when are they due for renewal?,meeting_notes,If current RR or CC – when are they due for renewal?,negative
CPC,CPC,Integrations? Viki: Thinks data imports can get confusing – prone to breaking,meeting_notes,Integrations? Viki: Thinks data imports can get confusing – prone to breaking,negative
CPC,CPC,Prefers for look ups to happen in system of record for eTax – accurate in eTax,meeting_notes,Prefers for look ups to happen in system of record for eTax – accurate in eTax,positive
CPC,CPC,One program that does everything – untenable,meeting_notes,One program that does everything – untenable,negative
CPC,CPC,"Hub for all municipal violations would make sense – e.g. parking, ISOs – AIMS?",meeting_notes,"Hub for all municipal violations would make sense – e.g. parking, ISOs – AIMS?",negative
CPC,CPC,"Cut/cleans, board ups, demos – spreadsheets",meeting_notes,"Cut/cleans, board ups, demos – spreadsheets",negative
CPC,CPC,Daily listing for cut/cleans - invoice,meeting_notes,Daily listing for cut/cleans - invoice,negative
CPC,CPC,If unpaid by Apr 1 – on taxes by May 20 (6 weeks to go through every spreadsheet),meeting_notes,If unpaid by Apr 1 – on taxes by May 20 (6 weeks to go through every spreadsheet),negative
CPC,CPC,BAA spreadsheet on outstanding fines – first year they've done it,meeting_notes,BAA spreadsheet on outstanding fines – first year they've done it,negative
CPC,CPC,AIMS report for ISOs,meeting_notes,AIMS report for ISOs,positive
CPC,CPC,Municipal sidewalks A lot of prep goes into doing tax bills,meeting_notes,Municipal sidewalks A lot of prep goes into doing tax bills,negative
CPC,CPC,Add late charges to spreadsheet,meeting_notes,Add late charges to spreadsheet,negative
CPC,CPC,"Codes used to do all billing for cut/cleans, demos",meeting_notes,"Codes used to do all billing for cut/cleans, demos",negative
CPC,CPC,Centralized – sent to Brad – sent to Viki,meeting_notes,Centralized – sent to Brad – sent to Viki,negative
CPC,CPC,"Codes was using AS400 to keep all data – time consuming, duplication – worked with Mike and put together spreadsheet and that's what they used",meeting_notes,"Codes was using AS400 to keep all data – time consuming, duplication – worked with Mike and put together spreadsheet and that's what they used",negative
CPC,CPC,Future system – would be helpful to have invoice generation capability,meeting_notes,Future system – would be helpful to have invoice generation capability,positive
CPC,CPC,Software – automatically add late fee to outstanding BAA ticket – instead of CPC trying to locate – don't always know BAA balance is correct,meeting_notes,Software – automatically add late fee to outstanding BAA ticket – instead of CPC trying to locate – don't always know BAA balance is correct,negative
CPC,CPC,For tax search – 3-day deadline to get back to requestor – if BAA is out or unable to ask question,meeting_notes,For tax search – 3-day deadline to get back to requestor – if BAA is out or unable to ask question,negative
CPC,CPC,Mayberry RFD -,meeting_notes,Mayberry RFD -,negative
DOCE,CPO-Coordinators,Possible to add online scheduling for inspection – make date/times available of inspectors – would save so much work especially if integrating with Outlook,meeting_notes,Possible to add online scheduling for inspection – make date/times available of inspectors – would save so much work especially if integrating with Outlook,negative
DOCE,CPO-Coordinators,Would also force owners to schedule and not say couldn't get in touch with CE (we email and call),meeting_notes,Would also force owners to schedule and not say couldn't get in touch with CE (we email and call),negative
DOCE,CPO-Coordinators,Automatic renewal letters/notices - add to print queue,meeting_notes,Automatic renewal letters/notices - add to print queue,negative
DOCE,CPO-Coordinators,1000 businesses that need a CofU – manual process for one person takes a lot of time,meeting_notes,1000 businesses that need a CofU – manual process for one person takes a lot of time,negative
DOCE,CPO-Coordinators,Camino applicants complain about the number of email notifications as well,meeting_notes,Camino applicants complain about the number of email notifications as well,negative
DOCE,CPO-Coordinators,No place in Camino for managing “due/past due” items,meeting_notes,No place in Camino for managing “due/past due” items,negative
DOCE,CPO-Coordinators,Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself,meeting_notes,Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself,positive
DOCE,CPO-Coordinators,Anticipate that things are going to run out of space,meeting_notes,Anticipate that things are going to run out of space,negative
DOCE,CPO-Coordinators,Think it's going to be an issue for ROW as far as applicants,meeting_notes,Think it's going to be an issue for ROW as far as applicants,negative
DOCE,CPO-Coordinators,Every submission starts with an address,meeting_notes,Every submission starts with an address,negative
DOCE,CPO-Coordinators,"If you're in city ROW, tie to house",meeting_notes,"If you're in city ROW, tie to house",positive
DOCE,CPO-Coordinators,For food vendors or peddler – don't know what address to put – not accurate to the address,meeting_notes,For food vendors or peddler – don't know what address to put – not accurate to the address,negative
DOCE,CPO-Coordinators,Put something under specific event e.g. Christmas tree lighting – right now all under different addresses,meeting_notes,Put something under specific event e.g. Christmas tree lighting – right now all under different addresses,negative
DOCE,CPO-Coordinators,"Or for businesses that tow within city but aren't located in city, can't use city address – can't move forward with application – doesn't work for a lot of the permits they do – can't do streets and sidewalks in only place he has record keeping (some level of that in IPS – didn't have to tie things to a parcel)",meeting_notes,"Or for businesses that tow within city but aren't located in city, can't use city address – can't move forward with application – doesn't work for a lot of the permits they do – can't do streets and sidewalks in only place he has record keeping (some level of that in IPS – didn't have to tie things to a parcel)",negative
DOCE,CPO-Coordinators,Camino running out of space – just had to up space,meeting_notes,Camino running out of space – just had to up space,negative
DOCE,CPO-Coordinators,New weekly task for staff to clean out of 'unsubmitted' tasks,meeting_notes,New weekly task for staff to clean out of 'unsubmitted' tasks,neutral
DOCE,CPO-Coordinators,"Camino – applicants that pay and don't fill out the application or don't submit, or complete the full application but don't submit",meeting_notes,"Camino – applicants that pay and don't fill out the application or don't submit, or complete the full application but don't submit",negative
DOCE,CPO-Coordinators,"Camino breaks at least once a week – applicants can't submit anything – or can't see document upload, or things that used to be in system",meeting_notes,"Camino breaks at least once a week – applicants can't submit anything – or can't see document upload, or things that used to be in system",negative
DOCE,CPO-Coordinators,New cert just stopped working,meeting_notes,New cert just stopped working,negative
DOCE,CPO-Coordinators,Things break and can't figure out what happened,meeting_notes,Things break and can't figure out what happened,negative
DOCE,Housing Inspectors,Going out to house where dog issues or tenant or PO combative – county system would,meeting_notes,Going out to house where dog issues or tenant or PO combative – county system would,negative
DOCE,Housing Inspectors,Info that would stick with the person,meeting_notes,Info that would stick with the person,negative
DOCE,Housing Inspectors,Or rough consistently leaking – snapshot of what happens,meeting_notes,Or rough consistently leaking – snapshot of what happens,negative
DOCE,Housing Inspectors,Notes on each individual case – get buried,meeting_notes,Notes on each individual case – get buried,negative
DOCE,Housing Inspectors,Tag property owners and tenants separately – flag it if a tenant moves to another property or if PO has multiple BAA cases/never fixes anything,meeting_notes,Tag property owners and tenants separately – flag it if a tenant moves to another property or if PO has multiple BAA cases/never fixes anything,negative
DOCE,Housing Inspectors,Issue with admin aides reading internal notes to PO,meeting_notes,Issue with admin aides reading internal notes to PO,negative
DOCE,Housing Inspectors,"Would like to see more stats – cases without inspection dates, or cases set to Need Review",meeting_notes,"Would like to see more stats – cases without inspection dates, or cases set to Need Review",neutral
DOCE,Housing Inspectors,X cases in BAA,meeting_notes,X cases in BAA,neutral
DOCE,Housing Inspectors,X amount of open cases,meeting_notes,X amount of open cases,neutral
DOCE,Housing Inspectors,Sometimes waiting Generally IPS pretty is good,meeting_notes,Sometimes waiting Generally IPS pretty is good,positive
DOCE,Housing Inspectors,"Takes some time to get use to, but gets faster ~6months to a year to get used to",meeting_notes,"Takes some time to get use to, but gets faster ~6months to a year to get used to",negative
DOCE,Housing Inspectors,Some things should be auto-populated,meeting_notes,Some things should be auto-populated,positive
DOCE,Housing Inspectors,Not any training materials,meeting_notes,Not any training materials,negative
DOCE,Housing Inspectors,Did get some trainings when restarting VPR,meeting_notes,Did get some trainings when restarting VPR,negative
DOCE,Housing Inspectors,Could do new complaint walk through for new guy,meeting_notes,Could do new complaint walk through for new guy,negative
DOCE,Housing Inspectors,Did materials for Camino,meeting_notes,Did materials for Camino,negative
DOCE,Housing Inspectors,Struggling with Camino,meeting_notes,Struggling with Camino,positive
IT,IT,Auditing capabilities Public facing view/access Ability to directly schedule inspections,meeting_notes,Auditing capabilities Public facing view/access Ability to directly schedule inspections,positive
IT,IT,Contest BAA tickets Report if trash already cleaned up,meeting_notes,Contest BAA tickets Report if trash already cleaned up,negative
IT,IT,[PERSON] Single sign on – control access through your own identity system – most important from IT perspective,meeting_notes,[PERSON] Single sign on – control access through your own identity system – most important from IT perspective,neutral
IT,IT,Can whitelist IPs for tablets,meeting_notes,Can whitelist IPs for tablets,negative
IT,IT,Vinny: GIS integrations Integration with CPC? CPC processing payments and updating fees for BAA tickets,meeting_notes,Vinny: GIS integrations Integration with CPC? CPC processing payments and updating fees for BAA tickets,negative
IT,IT,Payments for RR/CC applications occur in Camino – would intake move to future CE platform?,meeting_notes,Payments for RR/CC applications occur in Camino – would intake move to future CE platform?,positive
IT,IT,Stan: What's always come up related to that question is multiple entrypoints for payments – not ideal,meeting_notes,Stan: What's always come up related to that question is multiple entrypoints for payments – not ideal,negative
IT,IT,BAA – court management system – how relevant is ticket round to codes? Very interconnected,meeting_notes,BAA – court management system – how relevant is ticket round to codes? Very interconnected,negative
NBD,NBD Internal,[PERSON] Selecting from drop-down for referrals (referred from) - for referral types (which agency they came from) and making a required field – data validation,meeting_notes,[PERSON] Selecting from drop-down for referrals (referred from) - for referral types (which agency they came from) and making a required field – data validation,negative
NBD,NBD Internal,System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly,meeting_notes,System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly,positive
NBD,NBD Internal,Set up ambassador referrals externally – when DSS case is inputted,meeting_notes,Set up ambassador referrals externally – when DSS case is inputted,negative
NBD,NBD Internal,"[PERSON] Loves IPS generally, only pain point is manual data entry (having to pay for bulk updates through vendor)",meeting_notes,"[PERSON] Loves IPS generally, only pain point is manual data entry (having to pay for bulk updates through vendor)",negative
NBD,NBD Internal,[PERSON] System that comes with video trainings. Sometimes we have interns to do data entry – lots of time to explain it,meeting_notes,[PERSON] System that comes with video trainings. Sometimes we have interns to do data entry – lots of time to explain it,negative
NBD,NBD Internal,Viewing eTax amounts would be helpful – would need to be daily,meeting_notes,Viewing eTax amounts would be helpful – would need to be daily,positive
NBD,NBD Internal,"Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see",meeting_notes,"Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see",positive
NBD,NBD Internal,Also at will of Law for them to enter in eTax in the first place – more of an FP process,meeting_notes,Also at will of Law for them to enter in eTax in the first place – more of an FP process,neutral
NBD,NBD Internal,Ideally a unified location for that,meeting_notes,Ideally a unified location for that,positive
NBD,NBD Internal,Bankruptcy info is another one we don't have great visibility into – typically updated in eTax,meeting_notes,Bankruptcy info is another one we don't have great visibility into – typically updated in eTax,negative
NBD,NBD Internal,[PERSON] View street/houses nearby,meeting_notes,[PERSON] View street/houses nearby,positive
