Focus Group,Value Index,Content,processed_content,label,category,vader_sentiment,word_count
DOCE Discovery Session | CPO Coordinators,57,Saves incorrect search terms like an address search – defaults to caps lock e.g.,save incorrect search term like address search default cap lock,positive,search,positive,10
DOCE Discovery Session | CPO Coordinators,63,"Doesn’t feel a system notification is the most efficient way to know when to do something with - gets lost, get a ton of email notifications",feel system notification efficient way know something get lost get ton email notification,positive,notification,positive,13
DOCE Discovery Session | CPO Coordinators,68,Creates more work for Corinne – has to duplicate things that they’re doing,creates work corinne duplicate thing,positive,creates,positive,5
DOCE Discovery Session | CPO Coordinators,77,Camino doesn’t have an ability print all review comments,camino ability print review comment,positive,camino,positive,5
DOCE Discovery Session | CPO Coordinators,80,Does like document generation in IPS – certs look elementary coming out of Camino,like document generation ip cert look elementary coming camino,positive,like,positive,9
DOCE Discovery Session | CPO Coordinators,83,So many systems to check just before creating a case in IPS -,many system check creating case ip,positive,many,positive,6
DOCE Discovery Session | CPO Coordinators,85,Possible to add online scheduling for inspection – make date/times available of inspectors – would save so much work especially if integrating with Outlook,possible add online scheduling inspection make available inspector would save much work especially integrating outlook,positive,possible,positive,15
DOCE Discovery Session | CPO Coordinators,91,Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself,enough visual urgency camino ip better long tickle date set,positive,enough,positive,10
DOCE Discovery Session | CPO Coordinators,100,New weekly task for staff to clean out of ‘unsubmitted’ tasks,new weekly task staff clean unsubmitted task,positive,task,positive,7
Discovery Session | Law,9,"Toryana: Prepare inspector affirmations - Gather documents from IPS, review cases in IPS including codes staff notes and attachments and notices in images",toryana prepare inspector affirmation gather document ip review case ip including code staff note attachment notice image,positive,ip,positive,17
Discovery Session | Law,15,"Prepare documents for evidence (may get from other sources as well e.g. financial records, dept of state)",prepare document evidence may get source well financial record dept state,positive,prepare,positive,11
Discovery Session | Law,20,Zach: would like AS400 replacement incorporated into this,zach would like replacement incorporated,positive,zach,positive,5
Discovery Session | Law,26,NBD data team provides info on RR status and applications where they haven’t consented to an interior,nbd data team provides info rr status application consented interior,positive,nbd,positive,10
Discovery Session | Law,34,WestLaw and Google to research legal issues,westlaw google research legal issue,positive,westlaw,positive,5
Discovery Session | Law,49,"When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward",looking case number anything uploading missing certain thing need wait thing uploaded move forward,positive,thing,positive,14
Discovery Session | Assessment,14,Didn’t realize they have the ability to look up fines or Rental Registry,realize ability look fine rental registry,positive,realize,positive,6
Discovery Session | Assessment,18,Will look at resub maps with help of Engineering,look resub map help engineering,positive,look,positive,5
Discovery Session | Assessment,23,"Ann: DPW, something for sale, look at whole street – ensure nothing’s been pulled – lot of properties in SU are in there for one reason or another",ann dpw something sale look whole street ensure nothing pulled lot property su one reason another,positive,ann,positive,16
Discovery Session | Assessment,46,Others are renovations – those are harder to find – did a homeowner apply or were they honest about the 50k kitchen upgrade,others renovation harder find homeowner apply honest kitchen upgrade,positive,others,positive,9
Discovery Session | Assessment,47,Tiny Home for Good – only did HVAC and electrical permit – not permits for interior work,tiny home good hvac electrical permit permit interior work,positive,permit,positive,9
Discovery Session | Assessment,48,"In that instance, assessment can still go look at that property – may not know what the inside look like – can affect value quite a bit",instance assessment still go look property may know inside look like affect value quite bit,positive,look,positive,15
Discovery Session | Assessment,49,Bottom line is the value – what is the sqft addition – and what will it do to the market value? What assessment’s all about. Sometimes a garage demo can actually add value – curb appeal,bottom line value sqft addition market value assessment sometimes garage demo actually add value curb appeal,positive,value,positive,16
Discovery Session | Assessment,51,Cyclomedia just did a drive this year – can do so much more just looking at recent photos to see the status of permits – much more efficient for Joe,cyclomedia drive year much looking recent photo see status permit much efficient joe,positive,much,positive,13
Discovery Session | Assessment,76,"As far as current use of IPS – don't know what we don’t know. Before today, didn’t know Rental Registry was in there. Didn’t have a comprehensive training. Haven’t gone down rabbit hole of looking at fines. Knowing what houses have stop work orders is helpful – that would be helpful",far current use ip know know today know rental registry comprehensive training gone rabbit hole looking fine knowing house stop work order helpful would helpful,positive,know,positive,25
Discovery Session | Assessment,79,Would be interested to know of everyone that has a stop work order,would interested know everyone stop work order,positive,would,positive,7
Discovery Session | Assessment,81,Would be easier if IPS has building permits – forced to learn new system – Ann completely depends on Joe for look ups in Camino – if we could go to one system and see everything that would be helpful,would easier ip building permit forced learn new system ann completely depends joe look ups camino could go one system see everything would helpful,positive,would,positive,24
Discovery Session | Assessment,83,If they could find resubs maps easier – user issue more than anything,could find resubs map easier user issue anything,positive,could,positive,8
BAA Discovery Session | BAA,2,"Briana Hart, Admin Aide (other admin aide besides KJ,  does a lot of BAA stuff – would be good to talk to)",briana hart admin aide admin aide besides kj lot baa stuff would good talk,positive,admin,positive,14
BAA Discovery Session | BAA,16,"Previously: Hearing scheduling, payment review, helping with defaults or hearing orders (tracking)",previously hearing scheduling payment review helping default hearing order tracking,positive,hearing,positive,10
BAA Discovery Session | BAA,18,Info aides – answering phones – public engagement,info aide answering phone public engagement,positive,info,positive,6
BAA Discovery Session | BAA,21,"Codes: Hearings, when they want to dismiss a ticket",code hearing want dismiss ticket,positive,code,positive,5
BAA Discovery Session | BAA,25,Every part of the BAA process – IPS is not a ticketing/ court adjudication platform – trying to use it for that – it's too much for what BAA is capable of,every part baa process ip court adjudication platform trying use much baa capable,positive,baa,positive,13
BAA Discovery Session | BAA,29,Ideally would be able to view by property and/or property owner,ideally would able view property property owner,positive,property,positive,7
BAA Discovery Session | BAA,32,"Sometimes pay a round 2 but not a round 1, confusing when there are multiple",sometimes pay round round confusing multiple,negative,round,positive,6
BAA Discovery Session | BAA,34,"Leah: Hearings – it's not an AJ platform, so ability for PO to contest or schedule the hearing, ability for judge to issue decision",leah hearing aj platform ability po contest schedule hearing ability judge issue decision,neutral,hearing,positive,13
BAA Discovery Session | BAA,35,"Schedule inspection at point there’s a hearing doing in IPS, but in a perfect world would be similar to parking process which has gotten a lot better",schedule inspection point hearing ip perfect world would similar parking process gotten lot better,positive,schedule,positive,14
BAA Discovery Session | BAA,41,Constituents can’t access photos currently – security concerns with IPS,constituent access photo currently security concern ip,positive,constituent,positive,7
BAA Discovery Session | BAA,46,"Right now if done on Team, save recording and on OneDrive, not linked to case in IPS. In person hearing, doing handheld records. Someone manually pulls off and saves in a file.",right done team save recording onedrive linked case ip person hearing handheld record someone manually pull save file,positive,save,positive,18
BAA Discovery Session | BAA,47,"Whole hearing process – ideally would be more automated for BAA staff, but also more transparent for public",whole hearing process ideally would automated baa staff also transparent public,positive,whole,positive,11
BAA Discovery Session | BAA,59,"Service component – in a perfect world, BAA has nothing to do with service – ideally system helps Codes so they’re the one doing the service (has to be certified mail and personal)",service component perfect world baa nothing service ideally system help code one service certified mail personal,positive,service,positive,16
BAA Discovery Session | BAA,60,Theoretically new system could help with certified mail tracking,theoretically new system could help certified mail tracking,positive,theoretically,positive,8
BAA Discovery Session | BAA,61,"Hearing overview sheet – list every violation – BAA doesn’t print all pictures, too cumbersome – don't indicate which image goes with which violation – may bring it up on smart screen – BAA doesn’t rely on pictures too much – rare someone contests underlying violation but would think it would be better built out to connect the two",hearing overview sheet list every violation baa print picture cumbersome indicate image go violation may bring smart screen baa rely picture much rare someone contest underlying violation would think would better built connect two,negative,violation,positive,34
BAA Discovery Session | BAA,63,"Other facet, is within IPS, even if they have updates, still combining through all case notes and attachments to make sense of it",facet within ip even update still combining case note attachment make sense,positive,facet,positive,12
BAA Discovery Session | BAA,64,"From adjudication/consstuent services: if easier way to have device in field that worked, that pushes notes to including texts and emails",service easier way device field worked push note including text email,positive,service,positive,11
BAA Discovery Session | BAA,68,Search capabilities is helpful – name or address,search capability helpful name address,positive,search,positive,5
BAA Discovery Session | BAA,70,"Address search less reliable – ideally would be able to search by mailing address, what’s in google and pull up parcel address",address search less reliable ideally would able search mailing address google pull parcel address,positive,address,positive,14
BAA Discovery Session | BAA,84,Leah still gets IPS notification from original build out,leah still get ip notification original build,positive,leah,positive,7
BAA Discovery Session | BAA,87,MS Excel for tracking – appeals (used to track for every hearing),m excel tracking appeal used track every hearing,positive,m,positive,8
BAA Discovery Session | BAA,88,Weekly calendar sent to Council and others – make in Excel and send PDF,weekly calendar sent council others make excel send pdf,positive,weekly,positive,9
BAA Discovery Session | BAA,89,"In perfect world, hearing calendar would link to city webpage as well as copies of the decision",perfect world hearing calendar would link city webpage well copy decision,positive,perfect,positive,11
BAA Discovery Session | BAA,100,Leah: Hearing/court system capabilities – ability for all parts of ticketing/adjudication process,leah system capability ability part process,positive,leah,positive,6
BAA Discovery Session | BAA,101,Cecelia: Ability to link cases. Simple things like UI – if BAA inspections were a different color than Codes,cecelia ability link case simple thing like ui baa inspection different color code,positive,cecelia,positive,13
BAA Discovery Session | BAA,104,Codes engagement in the hearing has changed – up to Ryan,code engagement hearing changed ryan,positive,code,positive,5
BAA Discovery Session | BAA,108,"So many cases are getting dismissed – so Ryan deciding they are going to go the hearing (can be challenging, may interfere with their field work)",many case getting dismissed ryan deciding going go hearing challenging may interfere field work,positive,many,positive,14
BAA Discovery Session | BAA,109,Codes has started emailing Cecelia if there’s a case they want – deny the referral – if there was something in system so Codes can remove the referral that would be ideal,code started emailing cecelia case want deny referral something system code remove referral would ideal,positive,code,positive,15
BAA Discovery Session | BAA,111,Could submit request to dismiss/void - BAA doesn’t care as long,could submit request baa care long,positive,could,positive,6
NBD Discovery Session | NBD,1,"Kaylin: Westside Neighborhood Planner, supports a lot of Housing Strategy work, Foreclosure Preventions, started in Aug 2022s",kaylin westside neighborhood planner support lot housing strategy work foreclosure prevention started aug,positive,kaylin,positive,13
NBD Discovery Session | NBD,9,Draft community ambassador agenda – utilize IPS to look at those cases as well,draft community ambassador agenda utilize ip look case well,positive,draft,positive,9
NBD Discovery Session | NBD,11,Supports case review between Codes department head and Community,support case review code department head community,positive,support,positive,7
NBD Discovery Session | NBD,13,"Collaborators: Inspectors, Patty, NBD and Codes leads, external: residents, Community Ambassadors",collaborator inspector patty nbd code lead external resident community ambassador,positive,collaborator,positive,10
NBD Discovery Session | NBD,15,Data in IPS – pulled in R – into Excel – cleaned and prepped for Council,data ip pulled r excel cleaned prepped council,positive,data,positive,8
NBD Discovery Session | NBD,21,"Not in IPS – similar to HOME certifications, will want to build out something related to monitoring in IPS",ip similar home certification want build something related monitoring ip,positive,ip,positive,10
NBD Discovery Session | NBD,25,"Environmental Reviews: Developer applies for funding, sends project information, Michelle/Michael/Cimone review info with grants team – determine amount in fund amount and whetehr they will be funded – ER triggered when decided they will receive money, HUD HEROS system for federal, state historical preservation website, NEPA assist website for hazardous waste, DEC database, internally – FoxIt, Excel",environmental review developer applies funding sends project information review info grant team determine amount fund amount whetehr funded er triggered decided receive money hud hero system federal state historical preservation website nepa assist website hazardous waste dec database internally foxit excel,positive,review,positive,41
NBD Discovery Session | NBD,26,"Collaborators: Developer, Grants team, Michael, Michelle",collaborator developer grant team michael michelle,positive,collaborator,positive,6
NBD Discovery Session | NBD,29,"Personal outreach, items that are in eTax (20 different process steps) - added to each case in IPS for ease of tracking",personal outreach item etax different process step added case ip ease tracking,positive,personal,positive,12
NBD Discovery Session | NBD,36,Current/previous ownership with date of change – that sort of history summary would be helpful to see,ownership date change sort history summary would helpful see,positive,ownership,positive,9
NBD Discovery Session | NBD,40,Time spent pull that info and making sure inform inspector and Ryan – makes it hard to share info with them,time spent pull info making sure inform inspector ryan make hard share info,positive,info,positive,13
NBD Discovery Session | NBD,41,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don’t know their SBL,difference mailing address parcel address ability input mailing address would nice resident know sbl,positive,address,positive,14
NBD Discovery Session | NBD,44,IPS: Contact book is an abyss – system that can better organize,ip contact book abyss system better organize,positive,ip,positive,7
NBD Discovery Session | NBD,45,Interdepartmental access – being able to see what other people are inputting is helpful,interdepartmental access able see people inputting helpful,positive,interdepartmental,positive,7
NBD Discovery Session | NBD,50,"Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss",different system everything etax chec letter sent check finance note mass excel spreadsheet cpc viki voss,positive,different,positive,16
NBD Discovery Session | NBD,55,"Positives: Interface is intuitive, likes overview of property on page, ability for tickle dates and reminders (e.g. reminder to follow up on CA FP referrals) - helpful for code compliance and history – seeing deadlines and comply by dates",positive interface intuitive like overview property page ability tickle date reminder reminder follow ca fp referral helpful code compliance history seeing deadline comply date,positive,date,positive,24
NBD Discovery Session | NBD,57,Pulling data from multiple cases is nice as well,pulling data multiple case nice well,positive,pulling,positive,6
NBD Discovery Session | NBD,61,All users can leave notes in Codes staff notes - helpful,user leave note code staff note helpful,positive,note,positive,7
NBD Discovery Session | NBD,63,Kaylin: Likes that people can view cases – have sometimes found entry made or updates made by someone else – ways to lock up general access or status to certain people but still having read access – ideally would be role based access (admin role for specific case type),kaylin like people view case sometimes found entry made update made someone else way lock general access status certain people still read access ideally would role based access admin role specific case type,positive,access,positive,33
NBD Discovery Session | NBD,67,System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly,system ds resettlement referral would helpful documented agency placed within system would great one place track regularly,positive,system,positive,17
NBD Discovery Session | NBD,71,Viewing eTax amounts would be helpful – would need to be daily,viewing etax amount would helpful would need daily,positive,would,positive,8
NBD Discovery Session | NBD,72,"Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see",tax trust county compromise agreement legal stuff insight would helpful see,positive,tax,positive,11
NBD Discovery Session | NBD,75,Bankruptcy info is another one we don’t have great visibility into – typically updated in eTax,bankruptcy info another one great visibility typically updated etax,positive,bankruptcy,positive,9
NBD Discovery Session | NBD,77,"Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool",ability see vacants tax delinquent property different quadrant could helpful planning tool,positive,ability,positive,12
NBD Discovery Session | NBD,78,Expanding to include spatial element – move toward more of proactive model,expanding include spatial element move toward proactive model,positive,expanding,positive,8
NBD Discovery Session | NBD,81,Process mapping – could be helpful to bring this to NBD Quarterly,process mapping could helpful bring nbd quarterly,positive,process,positive,7
NBD Discovery Session | NBD,82,Madison will share ERP process map,madison share erp process map,positive,madison,positive,5
NBD Discovery Session | NBD,83,Suinana – Cityline process mapping could be shared,suinana cityline process mapping could shared,positive,suinana,positive,6
CPC Discovery Session | CPC,1,"Vincent - Workflow Coordinator – CPC – Tax Trusts, BAA, Tax Search – Uses IPS often – 7 years 2 months",vincent workflow coordinator cpc tax trust baa tax search us ip often year month,positive,tax,positive,14
CPC Discovery Session | CPC,4,Bob (not here) - creates estimates and researches fines for tax trusts,bob creates estimate research fine tax trust,positive,bob,positive,7
CPC Discovery Session | CPC,7,Viki: Prepare Tax Trust quote,viki prepare tax trust quote,positive,viki,positive,5
CPC Discovery Session | CPC,9,"Tools: AS400, eTax, variety of spreadsheets (), AIMS (parking, illegal setout violations), Altevta (automated enforcement), judgements outstanding against owner (email Brian C. in Law)",tool etax variety spreadsheet aim parking illegal setout violation altevta automated enforcement judgement outstanding owner email brian law,negative,tool,positive,18
CPC Discovery Session | CPC,13,Once ID case numbers – email Cecelia in BAA with complaint numbers to verify outstanding balance total (not always accurate – may be due for increase of fees),id case number email cecelia baa complaint number verify outstanding balance total always accurate may due increase fee,positive,number,positive,18
CPC Discovery Session | CPC,19,Vincent: Review work of staff including Dan. Review tax trust – make sure that’s all accurate,vincent review work staff including dan review tax trust make sure accurate,positive,review,positive,12
CPC Discovery Session | CPC,35,Call BAA to see what balance truly is,call baa see balance truly,positive,call,positive,5
CPC Discovery Session | CPC,36,For what CPC uses it for – difficult to pin down exactly what’s outstanding,cpc us difficult pin exactly outstanding,positive,cpc,positive,6
CPC Discovery Session | CPC,37,Tax Trusts – repayment agreement for delinquent taxes – want to be sure that they’re caught up on everything they owe the city,tax trust repayment agreement delinquent tax want sure caught everything owe city,positive,tax,positive,12
CPC Discovery Session | CPC,39,"Also do Tax Searches – have become much more complicated than when they started – use to be outstanding tax balances, then charged with that any outstanding debts on property should be reported on tax search to endeavor to get them paid (board ups, clean ups, ERPs, demos)",also tax search become much complicated started use outstanding tax balance charged outstanding debt property reported tax search endeavor get paid board ups clean ups erps demo,positive,tax,positive,27
CPC Discovery Session | CPC,40,Want to makes sure anything outstanding shows up on tax search – including BAA or Codes fines,want make sure anything outstanding show tax search including baa code fine,positive,want,positive,12
CPC Discovery Session | CPC,41,BAA in the name of the person for whom the fine was sent,baa name person fine sent,positive,baa,positive,5
CPC Discovery Session | CPC,42,If unpaid and sold to new owner – new owner not responsible for that fine but still shows up as fine against the property,unpaid sold new owner new owner responsible fine still show fine property,positive,new,positive,12
CPC Discovery Session | CPC,45,"Vincent: Customers are confused, when they come to make payment without ticket, ask for duplicate paperwork – lot of staff have problem with pulling up oroginal ticket – listed under notes – there are so many attachments on the case – have to review each attachment on a case – has to go in pull up correct attachment for staff",vincent customer confused come make payment without ticket ask duplicate paperwork lot staff problem pulling oroginal ticket listed note many attachment case review attachment case go pull correct attachment staff,positive,attachment,positive,30
CPC Discovery Session | CPC,46,Sometimes original ticket has original payment – have to go to the next one to find defaulted amount,sometimes original ticket original payment go next one find defaulted amount,positive,original,positive,11
CPC Discovery Session | CPC,52,Property addresses same in eTax – shared assessed parcel addresses,property address etax shared assessed parcel address,positive,address,positive,7
CPC Discovery Session | CPC,54,Likes ability to see pictures – helpful for verifying violations,like ability see picture helpful verifying violation,positive,like,positive,7
CPC Discovery Session | CPC,58,Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce,looking outstanding violation account property outstanding balance every violation property level make obvious outstanding help reduce,positive,outstanding,positive,16
CPC Discovery Session | CPC,60,IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket,ip system aim property owner outstanding balance look license plate see ticket total balance ticket glance view ability print account summary property would list individual ticket corresponding balance click see individual status ticket,positive,ticket,positive,33
CPC Discovery Session | CPC,63,At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down),summary would nice cover sheet still ability drill,positive,summary,positive,8
CPC Discovery Session | CPC,74,BAA spreadsheet on outstanding fines – first year they’ve done it,baa spreadsheet outstanding fine first year done,positive,baa,positive,7
CPC Discovery Session | CPC,82,Future system – would be helpful to have invoice generation capability,future system would helpful invoice generation capability,positive,future,positive,7
CPC Discovery Session | CPC,83,Software – automatically add late fee to outstanding BAA ticket – instead of CPC trying to locate – don't always know BAA balance is correct,software automatically add late fee outstanding baa ticket instead cpc trying locate always know baa balance correct,positive,baa,positive,17
NBD Discovery Session | NBD Data Team,7,"I biucket reporting into categories. Basic to adhoc request. Not a great way for user to go and do that. Adhoc req bcuxz of sys limitattions. Reporting on complainace / BL for new systems. Next enforcement Codes need to take. We do reports what jonah mentioned. CV and Codes issue are indicators for if need refer to BAA. Annually pull data to support the budget. Sys cant do it & adhoc req, we need to do analytical work. Interdepartment cordination to move",biucket reporting category basic adhoc request great way user go adhoc req bcuxz sys limitattions reporting complainace bl new system next enforcement code need take report jonah mentioned cv code issue indicator need refer baa annually pull data support budget sys cant adhoc req need analytical work interdepartment cordination move,positive,adhoc,positive,50
NBD Discovery Session | NBD Data Team,9,"Creating new ips roles, data entry & corrections, QPD report, GIS is involved.",creating new ip role data entry correction qpd report gi involved,positive,creating,positive,11
NBD Discovery Session | NBD Data Team,10,"C: how to get IPS data to align with other sys. IPS is parcel based we can join it to map, we have do stuff in mapping software. If there was a way to map it and visualize it . We should be only doing pulling.",c get ip data align sys ip parcel based join map stuff mapping software way map visualize pulling,positive,ip,positive,18
NBD Discovery Session | NBD Data Team,13,Must easier to do stuff programmaticallyt than iusing front end. 4-6 hrs  every week of data maintanance using frontend.,must easier stuff programmaticallyt iusing front end hr every week data maintanance using frontend,positive,must,positive,14
NBD Discovery Session | NBD Data Team,21,R:ability to create record types and reporting: dedicated data entry we re doing as a part of supporting other teams and also to maintain the data.,r ability create record type reporting dedicated data entry part supporting team also maintain data,positive,data,positive,15
NBD Discovery Session | NBD Data Team,28,"R: ips & rps assessment sync daily is useul, CE is updated with ownership. PI: batch generate renewal letter is best. Backend access to data. Roles based access: we can lock down specific part of case & object type and fuction. Workflow design limited but good. IPS custom forms is good to populate but limited formatting. Camino is one stop for property related data – user go to one place for more information needed.",r ip rps assessment sync daily useul ce updated ownership pi batch generate renewal letter best backend access data role based access lock specific part case object type fuction workflow design limited good ip custom form good populate limited formatting camino one stop property related data user go one place information needed,positive,ip,positive,52
NBD Discovery Session | NBD Data Team,31,"J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units.",j unable add thing ip functionality need admin sub parcel parcel sub parcel ip go unused future parcel sub parcel clearly see entered different location violationas added parent parcel eod ideally data validated unit indicate happening multiple unit,positive,parcel,positive,38
NBD Discovery Session | NBD Data Team,35,"C: noticed that, process improvement: calendar integration tickle date .",c noticed process improvement calendar integration tickle date,positive,c,positive,8
NBD Discovery Session | NBD Data Team,37,"Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it.",data validation someone enter data need clean inform ppl right way j user defined action place ip dv exists place doesnt workflow dated write workflow python r user able use,positive,data,positive,30
NBD Discovery Session | NBD Data Team,43,"C: workflow designer, excel, argis, seperate app to manage roles",c workflow designer excel argis seperate app manage role,positive,c,positive,9
NBD Discovery Session | NBD Data Team,45,J: Camino needs the training & support and IPS database design.,j camino need training support ip database design,positive,j,positive,8
NBD Discovery Session | NBD Data Team,46,"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l",r better case management tool tailored individual user day wise inspector eg gon na type case today high level reporting capability leadership outstanding backlog time resolve prompt move thing forward direct sched applicant rr inspection doesnt get sched build application process small thing stop accountability owner c l,positive,case,positive,48
