Focus Group,Value Index,Content,processed_content,label,category,vader_sentiment,word_count
BAA Discovery Session | BAA,26,Manual ticketing process – drafted in Word docs (time consuming) - leads to human error,manual ticketing process drafted word doc time consuming lead human error,negative,manual,negative,11
BAA Discovery Session | BAA,27,Individual complaint cases – can't see overarching property or user account – have to click on each individual case or even higher level,individual complaint case ca see overarching property user account click individual case even higher level,negative,individual,negative,15
BAA Discovery Session | BAA,31,Not clear which payments for which date and which for rollover – when CPC or Codes looking at it – hard when other teams looking at it or newer staff – hard to figure out what you’re looking out,clear payment date rollover cpc code looking hard team looking newer staff hard figure looking,positive,looking,negative,15
BAA Discovery Session | BAA,33,Cecelia: cases not linked is top frustration,cecelia case linked top frustration,negative,cecelia,negative,5
BAA Discovery Session | BAA,42,"They can pay or dispute right online (by mail, virtual, or in person – can pick date or time if want in person, if they want virtual, they can schedule directly)",pay dispute right online mail virtual person pick date time want person want virtual schedule directly,negative,virtual,negative,16
BAA Discovery Session | BAA,44,"Ideally could schedule across BAA, inspector, PO",ideally could schedule across baa inspector po,negative,ideally,negative,7
BAA Discovery Session | BAA,53,"When there’s multiple violations, it gets cumbersome in IPS",multiple violation get cumbersome ip,negative,multiple,negative,5
BAA Discovery Session | BAA,54,Can’t tell which picture goes to which violation – photos not linked to violation,tell picture go violation photo linked violation,negative,violation,negative,7
BAA Discovery Session | BAA,55,Ideally: infestation photo – violation – what homeowner submitted as proof of clearing it up – all linked,ideally infestation photo violation homeowner submitted proof clearing linked,negative,ideally,negative,9
BAA Discovery Session | BAA,56,"Often see the inspectors miss things – especially with building certs, fire certs, etc.",often see inspector miss thing especially building cert fire cert etc,negative,cert,negative,11
BAA Discovery Session | BAA,62,"Sometimes things missed entirely – most communication is on phones for inspectors, so none of that correspondence is captured – that is one facet",sometimes thing missed entirely communication phone inspector none correspondence captured one facet,negative,sometimes,negative,12
BAA Discovery Session | BAA,78,Dispute through a physical form – mail back to us,dispute physical form mail back u,negative,dispute,negative,6
BAA Discovery Session | BAA,107,"Either missing, or not providing a hearing appropriate update – maybe doesn’t include details of the PO communication or outstanding issue",either missing providing hearing appropriate update maybe include detail po communication outstanding issue,negative,either,negative,13
NBD Discovery Session | NBD,2,"Cimone: Director of H&NP, tax foreclosure, E Adams redevelopment project, 7 yrs started in 2019",cimone director h np tax foreclosure e adam redevelopment project yr started,positive,cimone,negative,12
NBD Discovery Session | NBD,10,Uses IPS to pull complaint action summaries (Codes cases) or community ambassador cases,us ip pull complaint action summary code case community ambassador case,negative,case,negative,11
NBD Discovery Session | NBD,14,Cimone: Presenting properties to Council for foreclosure,cimone presenting property council foreclosure,negative,cimone,negative,5
NBD Discovery Session | NBD,37,"Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users",address like view tab chronological get confusing item hurdle new user,positive,address,negative,11
NBD Discovery Session | NBD,38,IPS is so bad with large building complexes,ip bad large building complex,negative,ip,negative,5
NBD Discovery Session | NBD,43,"Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can’t pull info",accessing county clerk database one biggest pain point difficulty locating deed enter llc name certain check box intuitive one letter pull info,negative,one,negative,22
NBD Discovery Session | NBD,47,"Zombies properties: Cleaned up process enough, Manila gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they’re not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because",zombie property cleaned process enough manila get property initial letter refers law send second letter often get lost law putting info ip reaching ideally would send second letter response would put blight busting pipeline always feel comfortable,positive,letter,negative,37
NBD Discovery Session | NBD,48,Kaylin: Lack of automation for any kind of data entry,kaylin lack automation kind data entry,positive,kaylin,negative,6
NBD Discovery Session | NBD,51,"General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things",general switch camino made thing hard find general permit type contact information keeping storing insurance storing survey made customer service side thing harder harder locate thing,negative,thing,negative,26
NBD Discovery Session | NBD,58,IPS runs slow when doing mass data entry – may crash,ip run slow mass data entry may crash,negative,ip,negative,8
CPC Discovery Session | CPC,8,Musi involved – creates estimate for PO – researches fines in IPS,musi involved creates estimate po research fine ip,negative,musi,negative,8
CPC Discovery Session | CPC,12,"IPS – BAA tickets *what slows down the most – if property has a lot violations, takes a long time to load",ip baa ticket slows property lot violation take long time load,negative,ip,negative,11
CPC Discovery Session | CPC,15,Cashier payments at window or pay online,cashier payment window pay online,negative,cashier,negative,5
CPC Discovery Session | CPC,17,Search by violation number – post payment so that IPS reflects most recent,search violation number post payment ip reflects recent,negative,search,negative,8
CPC Discovery Session | CPC,24,Codes – Viki will call Codes if someone applied for Rental Registry – if someone scheduled inspection – follow up on status if scheduled but no recorded results,code viki call code someone applied rental registry someone scheduled inspection follow status scheduled recorded result,neutral,code,negative,16
CPC Discovery Session | CPC,28,Icon for whether violation is open or closed – not always accurate (?),icon whether violation open closed always accurate,negative,icon,negative,7
CPC Discovery Session | CPC,31,One ticket number could have multiple violation numbers – can't search by violation number (complaint and violation numbers in same format) - can be a hold up,one ticket number could multiple violation number ca search violation number complaint violation number format hold,negative,number,negative,16
CPC Discovery Session | CPC,43,Could pay it and sue civilly – technically new owner not responsible for it,could pay sue civilly technically new owner responsible,positive,could,negative,8
CPC Discovery Session | CPC,44,Viki: BAA fines – BAA needs to update their fines timeline – about 6 months behind on updating those – unclear what the back up is due to,viki baa fine baa need update fine timeline month behind updating unclear back due,positive,baa,negative,14
CPC Discovery Session | CPC,47,Send to BAA when they need to verify the amount – not always sure if they’re due for another charge,send baa need verify amount always sure due another charge,positive,send,negative,10
CPC Discovery Session | CPC,51,Would like to see way to search by violation number,would like see way search violation number,negative,would,negative,7
CPC Discovery Session | CPC,56,Way to make violation number syntax different from complaint number?,way make violation number syntax different complaint number,negative,number,negative,8
CPC Discovery Session | CPC,61,Ties into main account – what's missing here – an account overview,tie main account missing account overview,negative,account,negative,6
CPC Discovery Session | CPC,67,Viki: Thinks data imports can get confusing – prone to breaking,viki think data import get confusing prone breaking,negative,viki,negative,8
CPC Discovery Session | CPC,70,"Hub for all municipal violations would make sense – e.g. parking, ISOs – AIMS?",hub municipal violation would make sense parking isos aim,negative,hub,negative,9
NBD Discovery Session | NBD Data Team,16,"Jonah: piulll data from IPS: home unit report, TL report, ppl could be involve: rob carpenter & corienne. TL mixz of data entry into IPS and Camino.",jonah piulll data ip home unit report tl report ppl could involve rob carpenter corienne tl mixz data entry ip camino,negative,data,negative,21
NBD Discovery Session | NBD Data Team,26,"J: ability to pull using sql; data is relatively organized. It can be difficult complain types on a parce. Semi orgnaize, SBL to organise address.",j ability pull using sql data relatively organized difficult complain type parce semi orgnaize sbl organise address,negative,j,negative,17
NBD Discovery Session | NBD Data Team,27,"C: it is in sql and queriable but we dont have robust database diagrams from vendor. In ips when u have AG configured those can act as block so manual reviews happens, it is uses for case mangement and review so the review can happen in same sys,",c sql queriable dont robust database diagram vendor ip u ag configured act block manual review happens us case mangement review review happen sys,negative,review,negative,24
NBD Discovery Session | NBD Data Team,32,"J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together.",j link case gether ca link code complain tl complaint add text filed dedicated way link case together,negative,link,negative,18
NBD Discovery Session | NBD Data Team,33,"J: violations: SPCC code book. After adding we can’t organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can’t be added.",j violation spcc code book adding organize violation break code book better sys update violatations codebook bunch drop down within dropdowns sort folder data added,negative,violation,negative,25
NBD Discovery Session | NBD Data Team,34,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.,j cfc complain case inspection using inspection actionsfor tickle date follow need understand used case mangement tool organise follow ip,negative,case,negative,20
NBD Discovery Session | NBD Data Team,36,"We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,",workflow way configure limitation frustrating eg workflow cant happen happens log haver look flag,negative,workflow,negative,14
NBD Discovery Session | NBD Data Team,39,"R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept  projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy.",r process lack standardize data entry due lack process code staff note make hard parse data system training support lack automation baa process manual automatic double fine workflow related lack sys use cross dept project law dept camino ip make difficult continutity timely sys update literally year solve anything manually go sys could bug clunky easy accidentally break thing deactive rec type spcc book lack data validation thing missing limited ability associate inspection type case type resubs occure limitation limited track organise case based unit level address book cant add related address already exist baa track thing case level need one violation correct exists challenging messy,negative,lack,negative,106
