focus_group,expectations,processed_text,sentiment
DOCE Zoning,"Unified Property History: Provide a single property view containing zoning history, permits, ownership records, parcel history, and previous approvals.",unified property history provide a single property view containing zoning history permits ownership records parcel history and previous approvals,positive
DOCE Zoning,"Improved Search Capabilities: Enhance search functionality for parcels, addresses, projects, and historical zoning records.",improved search capabilities enhance search functionality for parcels addresses projects and historical zoning records,positive
DOCE Zoning,"Integrated Historical Records: Consolidate IPS, Camino, OnBase, and legacy records into one searchable repository.",integrated historical records consolidate ips camino onbase and legacy records into one searchable repository,neutral
DOCE Zoning,"Enhanced Workflow Visibility: Improve application tracking, project status visibility, and review coordination.",enhanced workflow visibility improve application tracking project status visibility and review coordination,positive
DOCE Zoning,"Improved User Experience: Simplify navigation while preserving valuable IPS features such as parcel history, comments, and project timelines.",improved user experience simplify navigation while preserving valuable ips features such as parcel history comments and project timelines,positive
DOCE Zoning,System Consolidation: Reduce reliance on legacy systems and physical archives by digitizing historical records.,system consolidation reduce reliance on legacy systems and physical archives by digitizing historical records,neutral
DOCE Zoning,"Improved Interdepartmental Collaboration: Strengthen coordination between Zoning, CPO, Code Enforcement, Fire, Engineering, and other reviewing departments.",improved interdepartmental collaboration strengthen coordination between zoning cpo code enforcement fire engineering and other reviewing departments,positive
DOCE Zoning,Enhanced Reporting & GIS Integration: Expand GIS capabilities and provide better reporting and dashboards for zoning projects.,enhanced reporting gis integration expand gis capabilities and provide better reporting and dashboards for zoning projects,positive
DOCE Zoning,Earlier Zoning Review: Integrate zoning reviews earlier into permit and Certificate of Use workflows.,earlier zoning review integrate zoning reviews earlier into permit and certificate of use workflows,neutral
DOCE Zoning,Better Applicant Communication: Improve transparency by providing applicants with easier access to project status and zoning information.,better applicant communication improve transparency by providing applicants with easier access to project status and zoning information,positive
DOCE Office Manager,Single ownership record per owner or organization.,single ownership record per owner or organization,neutral
DOCE Office Manager,Automatic synchronization of ownership updates across IPS tabs.,automatic synchronization of ownership updates across ips tabs,neutral
DOCE Office Manager,Better visualization of ownership relationships.,better visualization of ownership relationships,positive
DOCE Office Manager,Simplified ownership and address updates.,simplified ownership and address updates,neutral
DOCE Office Manager,Improved support for multi-unit and complex ownership structures.,improved support for multi unit and complex ownership structures,positive
DOCE Office Manager,Improved parcel and address searching.,improved parcel and address searching,positive
DOCE Office Manager,Easier access to historical records.,easier access to historical records,positive
DOCE Office Manager,Dedicated legal and court document sections.,dedicated legal and court document sections,positive
DOCE Office Manager,Better organization of attachments and correspondence.,better organization of attachments and correspondence,positive
DOCE Office Manager,System Performance & Usability Improvements,system performance usability improvements,positive
DOCE Office Manager,Reduced crashes and memory issues.,reduced crashes and memory issues,neutral
DOCE Office Manager,"Single source of truth for ownership, property, permit, and enforcement information.",single source of truth for ownership property permit and enforcement information,positive
DOCE Office Manager,"Better integration between IPS, AS400, Camino, GIS, and external databases.",better integration between ips as camino gis and external databases,positive
DOCE Office Manager,Elimination of duplicate data entry.,elimination of duplicate data entry,neutral
DOCE Office Manager,Easier access to frequently used information.,easier access to frequently used information,positive
DOCE Office Manager,"Easier access to ownership, tax, water, and licensing information.",easier access to ownership tax water and licensing information,positive
DOCE Office Manager,Better reporting and tracking tools.,better reporting and tracking tools,positive
DOCE Office Manager,Improved visibility into BAA tickets and legal referrals.,improved visibility into baa tickets and legal referrals,positive
DOCE Office Manager,Streamlined legal referral and enforcement documentation processes.,streamlined legal referral and enforcement documentation processes,positive
DOCE Office Manager,"Improved collaboration between Code Enforcement, Law, BAA, Assessment, and other departments.",improved collaboration between code enforcement law baa assessment and other departments,positive
DOCE Office Manager,Standardized administrative workflows across the department.,standardized administrative workflows across the department,neutral
DOCE Fire Prevention Bureau,"Single Property View: View violations, permits, inspections, COs, capacities, and historical records from one screen.",single property view view violations permits inspections cos capacities and historical records from one screen,neutral
DOCE Fire Prevention Bureau,Better Historical Visibility: Quickly access prior violations and occupancy history.,better historical visibility quickly access prior violations and occupancy history,neutral
DOCE Fire Prevention Bureau,Improved Search Capabilities: Simplify parcel and property searches.,improved search capabilities simplify parcel and property searches,positive
DOCE Fire Prevention Bureau,Integrated Property Intelligence: Display all relevant property information together.,integrated property intelligence display all relevant property information together,positive
DOCE Fire Prevention Bureau,"Standardized Documentation: Store inspections, photos, violations, and actions in a consistent location.",standardized documentation store inspections photos violations and actions in a consistent location,neutral
DOCE Fire Prevention Bureau,Unified Case Records: Eliminate multiple documentation locations.,unified case records eliminate multiple documentation locations,positive
DOCE Fire Prevention Bureau,Improved Certificate Review Process: Consolidate information required for CO sign-offs.,improved certificate review process consolidate information required for co sign offs,positive
DOCE Fire Prevention Bureau,Integrated Inspection History: Provide complete inspection visibility.,integrated inspection history provide complete inspection visibility,neutral
DOCE Fire Prevention Bureau,Mobile IPS Access: Support inspections from mobile devices.,mobile ips access support inspections from mobile devices,positive
DOCE Fire Prevention Bureau,Real-Time Documentation: Enter inspection findings directly in the field.,real time documentation enter inspection findings directly in the field,neutral
DOCE Fire Prevention Bureau,Field-Based Reporting: Generate inspection reports without returning to the office.,field based reporting generate inspection reports without returning to the office,neutral
DOCE Fire Prevention Bureau,Integrated Fire Operations: Connect IPS violations and inspections with other Fire Department functions.,integrated fire operations connect ips violations and inspections with other fire department functions,neutral
DOCE Fire Prevention Bureau,Better IPS-Camino-EPR Integration: Reduce duplicate work across systems.,better ips camino epr integration reduce duplicate work across systems,positive
DOCE Fire Prevention Bureau,"Unified Fire Prevention Workflow: Connect permit reviews, inspections, complaints, and enforcement.",unified fire prevention workflow connect permit reviews inspections complaints and enforcement,neutral
DOCE Fire Prevention Bureau,Automated Data Sharing: Improve information sharing between systems.,automated data sharing improve information sharing between systems,positive
DOCE Fire Prevention Bureau,Integrated Compliance Engine Data: Better access to sprinkler and fire system compliance information.,integrated compliance engine data better access to sprinkler and fire system compliance information,positive
DOCE Fire Prevention Bureau,Integrated Calendar Functionality: Add scheduling and reminder capabilities directly into permitting and inspection workflows.,integrated calendar functionality add scheduling and reminder capabilities directly into permitting and inspection workflows,neutral
DOCE Fire Prevention Bureau,Automated Task Tracking: Reduce reliance on Outlook and personal planners.,automated task tracking reduce reliance on outlook and personal planners,neutral
DOCE Fire Prevention Bureau,Inspection Workflow Visibility: Better visibility into inspection schedules and assignments.,inspection workflow visibility better visibility into inspection schedules and assignments,positive
DOCE Fire Prevention Bureau,Cloud-Based Platform: Improve accessibility and usability.,cloud based platform improve accessibility and usability,positive
DOCE Fire Prevention Bureau,Modern User Interface: Replace outdated and non-intuitive screens.,modern user interface replace outdated and non intuitive screens,neutral
DOCE Fire Prevention Bureau,Reduced Research Time: Minimize time spent locating property and occupancy information.,reduced research time minimize time spent locating property and occupancy information,neutral
DOCE Fire Prevention Bureau,Improved Cross-Department Visibility: Better access to information maintained by other departments.,improved cross department visibility better access to information maintained by other departments,positive
DOCE Fire Prevention Bureau,"Comprehensive Fire Prevention Platform: Support plan reviews, inspections, complaints, licensing, enforcement, and certificates in one connected environment.",comprehensive fire prevention platform support plan reviews inspections complaints licensing enforcement and certificates in one connected environment,neutral
DOCE Fire Prevention Bureau,Real-Time Field Operations: Enable inspectors and Fire Marshals to perform all field activities electronically.,real time field operations enable inspectors and fire marshals to perform all field activities electronically,neutral
DOCE Fire Prevention Bureau,Integrated Public Safety Data: Connect Fire Prevention activities with broader Code Enforcement and permitting operations.,integrated public safety data connect fire prevention activities with broader code enforcement and permitting operations,positive
LAW Law,"Complete Case Documentation: Require complete notes, notices, photographs, Nail & Mail documentation, and supporting evidence before cases are forwarded for legal review.",complete case documentation require complete notes notices photographs nail mail documentation and supporting evidence before cases are forwarded for legal review,positive
LAW Law,"Integrated Property Information: Integrate water records, tax information, and ownership records directly into IPS to reduce reliance on external systems.",integrated property information integrate water records tax information and ownership records directly into ips to reduce reliance on external systems,neutral
LAW Law,"Property-Level Case View: Provide consolidated property summaries that combine all complaints, violations, and enforcement history into a single view.",property level case view provide consolidated property summaries that combine all complaints violations and enforcement history into a single view,neutral
LAW Law,Improved Document Management: Improve Action Notes formatting and make supporting documents easier to locate and review.,improved document management improve action notes formatting and make supporting documents easier to locate and review,positive
LAW Law,Document Export Capability: Allow IPS information to transfer directly into Microsoft Word for legal document preparation.,document export capability allow ips information to transfer directly into microsoft word for legal document preparation,positive
LAW Law,Standardized Documentation Practices: Improve consistency in how inspectors document cases and upload evidence.,standardized documentation practices improve consistency in how inspectors document cases and upload evidence,positive
LAW Law,"Improved Interdepartmental Coordination: Strengthen communication between inspectors, supervisors, paralegals, and attorneys throughout the enforcement process.",improved interdepartmental coordination strengthen communication between inspectors supervisors paralegals and attorneys throughout the enforcement process,positive
LAW Law,Reduced Manual Research: Reduce the need to search multiple external systems by consolidating legal and property information.,reduced manual research reduce the need to search multiple external systems by consolidating legal and property information,positive
LAW Law,Improved Workflow Efficiency: Streamline the process from case referral through court filing by ensuring complete information is available at each stage.,improved workflow efficiency streamline the process from case referral through court filing by ensuring complete information is available at each stage,positive
BAA BAA Ops,Bulk Fee Processing: Allow multiple default fees to be applied at one time.,bulk fee processing allow multiple default fees to be applied at one time,positive
BAA BAA Ops,Improved Search Capabilities: Provide additional filters for addresses and multiple cases.,improved search capabilities provide additional filters for addresses and multiple cases,positive
BAA BAA Ops,Improved Case Notes: Organize case notes so multiple rounds of tickets are easier to distinguish.,improved case notes organize case notes so multiple rounds of tickets are easier to distinguish,positive
BAA BAA Ops,Simplified Navigation: Remove unnecessary tabs and action buttons while keeping commonly used functions.,simplified navigation remove unnecessary tabs and action buttons while keeping commonly used functions,neutral
BAA BAA Ops,Additional Workflow Actions: Add more dropdown and action options for common BAA tasks.,additional workflow actions add more dropdown and action options for common baa tasks,neutral
BAA BAA Ops,Improved Ticket Visibility: Show cases with open violations or fines without opening each individual record.,improved ticket visibility show cases with open violations or fines without opening each individual record,neutral
BAA BAA Ops,Improved Document Workflow: Reduce manual editing and PDF conversion when preparing decisions.,improved document workflow reduce manual editing and pdf conversion when preparing decisions,positive
BAA BAA Ops,Reduced System Switching: Minimize the need to move between IPS and other applications.,reduced system switching minimize the need to move between ips and other applications,neutral
BAA BAA Ops,Better Organization: Make IPS cleaner and more organized for day-to-day processing.,better organization make ips cleaner and more organized for day to day processing,positive
DOCE Housing Inspectors,Global Property View: Display all active and historical cases associated with a property.,global property view display all active and historical cases associated with a property,positive
DOCE Housing Inspectors,Case Status Labels: Allow cases to be categorized by status and activity type.,case status labels allow cases to be categorized by status and activity type,positive
DOCE Housing Inspectors,Cases Needing Review Dashboard: Identify cases requiring attention.,cases needing review dashboard identify cases requiring attention,neutral
DOCE Housing Inspectors,Missing Inspection Tracking: Report on cases without scheduled inspections.,missing inspection tracking report on cases without scheduled inspections,neutral
DOCE Housing Inspectors,Batch Processing: Generate violation numbers and perform updates more efficiently.,batch processing generate violation numbers and perform updates more efficiently,neutral
DOCE Housing Inspectors,Integrated Water Information: Provide direct access to water records.,integrated water information provide direct access to water records,neutral
DOCE Housing Inspectors,Integrated Lead Information: Display lead-risk information within property records.,integrated lead information display lead risk information within property records,neutral
DOCE Housing Inspectors,Unified Address Management: Create a centralized address database.,unified address management create a centralized address database,positive
DOCE Housing Inspectors,Ownership Synchronization: Automatically update ownership information across related cases.,ownership synchronization automatically update ownership information across related cases,neutral
DOCE Housing Inspectors,Cross-Case Updates: Ensure information changes apply to all relevant records.,cross case updates ensure information changes apply to all relevant records,positive
DOCE Housing Inspectors,Faster Action Selection: Reduce clicks required to complete common tasks.,faster action selection reduce clicks required to complete common tasks,neutral
DOCE Housing Inspectors,Custom Shortcuts: Allow user-defined shortcuts for common actions.,custom shortcuts allow user defined shortcuts for common actions,positive
DOCE Housing Inspectors,Simplified Dropdowns: Reduce unnecessary dropdown options.,simplified dropdowns reduce unnecessary dropdown options,neutral
DOCE Housing Inspectors,Streamlined Rental Registry Integration: Better integration between IPS and the Periodic Inspection portal.,streamlined rental registry integration better integration between ips and the periodic inspection portal,positive
DOCE Housing Inspectors,Improved Search & Navigation: Make property and case information easier to find.,improved search navigation make property and case information easier to find,positive
DOCE Housing Inspectors,Reduce Freezing & Crashes: Improve reliability and responsiveness.,reduce freezing crashes improve reliability and responsiveness,positive
DOCE Housing Inspectors,Faster Case Loading: Improve performance when opening and reviewing cases.,faster case loading improve performance when opening and reviewing cases,positive
DOCE Housing Inspectors,Stable Remote Access: Improve connectivity for remote users.,stable remote access improve connectivity for remote users,positive
DOCE Housing Inspectors,Field-Based Case Updates: Allow inspectors to update cases while conducting inspections.,field based case updates allow inspectors to update cases while conducting inspections,positive
DOCE Housing Inspectors,Laptop Access in Field: Restore or expand laptop access for field work.,laptop access in field restore or expand laptop access for field work,positive
DOCE Housing Inspectors,Mobile Documentation: Enable real-time note and photo uploads.,mobile documentation enable real time note and photo uploads,neutral
DOCE Housing Inspectors,Remote System Access: Improve remote access to inspection systems.,remote system access improve remote access to inspection systems,positive
DOCE Housing Inspectors,"Single Property Record: Consolidate ownership, water, lead, permit, and case information.",single property record consolidate ownership water lead permit and case information,neutral
DOCE Housing Inspectors,Centralized Property Research: Reduce the need to use multiple systems.,centralized property research reduce the need to use multiple systems,neutral
DOCE Housing Inspectors,Unified Information Management: Create a single source of truth for housing enforcement activities.,unified information management create a single source of truth for housing enforcement activities,positive
DOCE Housing Inspectors,Operational Statistics: Provide reporting on cases without inspection dates and cases awaiting review.,operational statistics provide reporting on cases without inspection dates and cases awaiting review,neutral
DOCE Housing Inspectors,Case Monitoring Dashboards: Improve visibility into workload and case status.,case monitoring dashboards improve visibility into workload and case status,positive
DOCE Housing Inspectors,Lead Risk Identification: Automatically identify high-risk lead properties when cases are opened.,lead risk identification automatically identify high risk lead properties when cases are opened,neutral
DOCE Housing Inspectors,User Documentation: Provide clear user guides and training materials.,user documentation provide clear user guides and training materials,positive
DOCE Housing Inspectors,Consistent Workflows: Standardize processes across Housing Inspectors.,consistent workflows standardize processes across housing inspectors,neutral
DOCE Housing Inspectors,Improved User Experience: Maintain IPS's user-friendly design while improving efficiency and functionality.,improved user experience maintain ips s user friendly design while improving efficiency and functionality,positive
