focus_group,pain_points,processed_text,sentiment
BAA Supervisors & Admin Aide,Outlook for communication with Codes to get tickets – Codes emails word docs of ticket,Outlook for communication with Codes to get tickets – Codes emails word docs of ticket,positive
BAA Supervisors & Admin Aide,Leah still gets IPS notification from original build out,Leah still gets IPS notification from original build out,positive
BAA Supervisors & Admin Aide,Volume too high,Volume too high,negative
BAA Supervisors & Admin Aide,MS Word for every template or form in the process,MS Word for every template or form in the process,negative
BAA Supervisors & Admin Aide,MS Excel for tracking – appeals (used to track for every hearing),MS Excel for tracking – appeals (used to track for every hearing),negative
BAA Supervisors & Admin Aide,Weekly calendar sent to Council and others – make in Excel and send PDF,Weekly calendar sent to Council and others – make in Excel and send PDF,positive
BAA Supervisors & Admin Aide,"In perfect world, hearing calendar would link to city webpage as well as copies of the decision","In perfect world, hearing calendar would link to city webpage as well as copies of the decision",negative
BAA Supervisors & Admin Aide,Doodle to schedule appeals panels,Doodle to schedule appeals panels,negative
BAA Supervisors & Admin Aide,WestLaw to check addresses for services,WestLaw to check addresses for services,negative
BAA Supervisors & Admin Aide,Image Mate Online – assessed owner addresses,Image Mate Online – assessed owner addresses,negative
BAA Supervisors & Admin Aide,County Clerk deed look-up,County Clerk deed look-up,negative
BAA Supervisors & Admin Aide,AS400 NYS of State for LLCs and other businesses,AS400 NYS of State for LLCs and other businesses,negative
BAA Supervisors & Admin Aide,Handheld recorder for hearings,Handheld recorder for hearings,positive
BAA Supervisors & Admin Aide,FoxIt PDFs – for forms and prep for hearings – combining documents,FoxIt PDFs – for forms and prep for hearings – combining documents,negative
BAA Supervisors & Admin Aide,City won’t pay for Adobe,City won’t pay for Adobe,negative
CPC,Dan: Icon for whether violation is open or closed – not always accurate (?),Dan: Icon for whether violation is open or closed – not always accurate (?),negative
CPC,Symbols of open/closed slows them down,Symbols of open/closed slows them down,negative
CPC,Can search by complaint number,Can search by complaint number,negative
CPC,One ticket number could have multiple violation numbers – can't search by violation number (complaint and violation numbers in same format) - can be a hold up,One ticket number could have multiple violation numbers – can't search by violation number (complaint and violation numbers in same format) - can be a hold up,negative
CPC,Search IPS by address,Search IPS by address,negative
CPC,BAA case may be closed – try to prevent additional charge on that ticket,BAA case may be closed – try to prevent additional charge on that ticket,negative
CPC,Viki: Call BAA to see what balance truly is,Viki: Call BAA to see what balance truly is,positive
CPC,For what CPC uses it for – difficult to pin down exactly what’s outstanding,For what CPC uses it for – difficult to pin down exactly what’s outstanding,negative
CPC,Tax Trusts – repayment agreement for delinquent taxes – want to be sure that they’re caught up on everything they owe the city,Tax Trusts – repayment agreement for delinquent taxes – want to be sure that they’re caught up on everything they owe the city,negative
CPC,Use IPS to find where they had a previous rental certificate and whether they’re due or not,Use IPS to find where they had a previous rental certificate and whether they’re due or not,positive
CPC,"Also do Tax Searches – have become much more complicated than when they started – use to be outstanding tax balances, then charged with that any outstanding debts on property should be reported on tax search to endeavor to get them paid (board ups, clean ups, ERPs, demos)","Also do Tax Searches – have become much more complicated than when they started – use to be outstanding tax balances, then charged with that any outstanding debts on property should be reported on tax search to endeavor to get them paid (board ups, clean ups, ERPs, demos)",positive
CPC,Want to makes sure anything outstanding shows up on tax search – including BAA or Codes fines,Want to makes sure anything outstanding shows up on tax search – including BAA or Codes fines,negative
CPC,BAA in the name of the person for whom the fine was sent,BAA in the name of the person for whom the fine was sent,negative
CPC,If unpaid and sold to new owner – new owner not responsible for that fine but still shows up as fine against the property,If unpaid and sold to new owner – new owner not responsible for that fine but still shows up as fine against the property,negative
CPC,Could pay it and sue civilly – technically new owner not responsible for it,Could pay it and sue civilly – technically new owner not responsible for it,negative
CPC,Viki: BAA fines – BAA needs to update their fines timeline – about 6 months behind on updating those – unclear what the back up is due to,Viki: BAA fines – BAA needs to update their fines timeline – about 6 months behind on updating those – unclear what the back up is due to,negative
CPC,"Vincent: Customers are confused, when they come to make payment without ticket, ask for duplicate paperwork – lot of staff have problem with pulling up oroginal ticket – listed under notes – there are so many attachments on the case – have to review each attachment on a case – has to go in pull up correct attachment for staff","Vincent: Customers are confused, when they come to make payment without ticket, ask for duplicate paperwork – lot of staff have problem with pulling up oroginal ticket – listed under notes – there are so many attachments on the case – have to review each attachment on a case – has to go in pull up correct attachment for staff",negative
CPC,Sometimes original ticket has original payment – have to go to the next one to find defaulted amount,Sometimes original ticket has original payment – have to go to the next one to find defaulted amount,negative
CPC,Send to BAA when they need to verify the amount – not always sure if they’re due for another charge,Send to BAA when they need to verify the amount – not always sure if they’re due for another charge,negative
CPC,Search by address – system slow to pull up cases,Search by address – system slow to pull up cases,negative
CPC,Technology – Likes,Technology – Likes,negative
CPC,"Many ways to search – address, owner name","Many ways to search – address, owner name",positive
CPC,Would like to see way to search by violation number,Would like to see way to search by violation number,negative
CPC,Property addresses same in eTax – shared assessed parcel addresses,Property addresses same in eTax – shared assessed parcel addresses,negative
CPC,Verify address on eTax before they go to IPS,Verify address on eTax before they go to IPS,negative
CPC,Likes ability to see pictures – helpful for verifying violations,Likes ability to see pictures – helpful for verifying violations,positive
CPC,Technology – Dislikes,Technology – Dislikes,negative
CPC,Way to make violation number syntax different from complaint number?,Way to make violation number syntax different from complaint number?,negative
DOCE Admin Aides,M: Unhandled exception error – entered complaint case and crashes,M: Unhandled exception error – entered complaint case and crashes,negative
DOCE Admin Aides,IPS crash 2-3 times per day,IPS crash 2-3 times per day,negative
DOCE Admin Aides,S: Scheduling,S: Scheduling,negative
DOCE Admin Aides,When person supposed to be in a certain error,When person supposed to be in a certain error,negative
DOCE Admin Aides,"Not all explicitly told at the same time who is doing what e.. Pat C. commercial electrical and building inspector supposed to be doing what Pat was doing, but no one aware","Not all explicitly told at the same time who is doing what e.. Pat C. commercial electrical and building inspector supposed to be doing what Pat was doing, but no one aware",negative
DOCE Admin Aides,"Periodic Insp module for Rental Registry – annoying, unorganized","Periodic Insp module for Rental Registry – annoying, unorganized",negative
DOCE Admin Aides,Inspector names not alphabetized,Inspector names not alphabetized,negative
DOCE Admin Aides,Scheduling appointment – that is alphabetized,Scheduling appointment – that is alphabetized,negative
DOCE Admin Aides,Inspection schedule and inspection note,Inspection schedule and inspection note,negative
DOCE Admin Aides,Only use 2 out of the 20 options – actions in the drop-down in the periodic module,Only use 2 out of the 20 options – actions in the drop-down in the periodic module,negative
DOCE Admin Aides,Default options in complaint module always pre-populated – would be helpful for it to autofill,Default options in complaint module always pre-populated – would be helpful for it to autofill,negative
DOCE Admin Aides,"Each appointment – have to schedule in 2-3 places (Outlooks, Periodic module) - if all calendars could be auto-filled that would be helpful","Each appointment – have to schedule in 2-3 places (Outlooks, Periodic module) - if all calendars could be auto-filled that would be helpful",negative
DOCE Admin Aides,"CofU or CofI – would be nice if all inspectors could collaborate on it, rather than setting up individually","CofU or CofI – would be nice if all inspectors could collaborate on it, rather than setting up individually",positive
DOCE Admin Aides,"Building, Fire, Electrical – schedule each individually","Building, Fire, Electrical – schedule each individually",negative
DOCE Admin Aides,Our phones are on a time limit – 5min max – drops automatically – IT has known about this issue – people call back and yell because they think they hung up,Our phones are on a time limit – 5min max – drops automatically – IT has known about this issue – people call back and yell because they think they hung up,negative
DOCE Admin Aides,4-5 properties scheduling inspections for – call will drop bc time consuming to schedule each one,4-5 properties scheduling inspections for – call will drop bc time consuming to schedule each one,negative
DOCE Admin Aides,20 calls dropped between 4 of them one week,20 calls dropped between 4 of them one week,negative
DOCE Admin Aides,20min wasted time due to phones,20min wasted time due to phones,negative
DOCE Admin Aides,J: IPS crashing,J: IPS crashing,negative
DOCE Admin Aides,Loud sighs,Loud sighs,negative
DOCE Admin Aides,BAA ticketing – processes seem inconsist and stupid – BAA would send back a ticket with a minor correction i.e. period off or missing letter ‘t’ Scott,BAA ticketing – processes seem inconsist and stupid – BAA would send back a ticket with a minor correction i.e. period off or missing letter ‘t’ Scott,negative
DOCE Admin Aides,Find ticket – make a single character edit,Find ticket – make a single character edit,negative
DOCE Admin Aides,They could edit it on their end,They could edit it on their end,negative
DOCE Admin Aides,"Problem bc inspector should sign, then inspector could edit it – delay by days","Problem bc inspector should sign, then inspector could edit it – delay by days",negative
DOCE Admin Aides,BAA inconsistent – send back tickets for taking out a care/of line or making it a second line or saying Image Mate has 2 people listed but  – but only cited one person,BAA inconsistent – send back tickets for taking out a care/of line or making it a second line or saying Image Mate has 2 people listed but – but only cited one person,negative
DOCE Admin Aides,"Address for owner legit address – deed search and on Image Mate, who we sent violation notice to","Address for owner legit address – deed search and on Image Mate, who we sent violation notice to",positive
DOCE Admin Aides,"BAA tried to send to PO Box – didn't go through – couldn't serve it twice, denied ticket and sent it back","BAA tried to send to PO Box – didn't go through – couldn't serve it twice, denied ticket and sent it back",negative
DOCE Admin Aides,His work around – said Law verify address,His work around – said Law verify address,negative
DOCE Admin Aides,"S: Limit on tabs IPS can handle- multi-task – may have 7 tabs open, upload documents, tabs open – when that error comes up – is there a limit to tabs before crashes? On average ~10 complaint cases open","S: Limit on tabs IPS can handle- multi-task – may have 7 tabs open, upload documents, tabs open – when that error comes up – is there a limit to tabs before crashes? On average ~10 complaint cases open",negative
DOCE Admin Aides,Managing multiple tools – is that frustrating? Could be a more efficient way to have all the things they use. Shawn: very analog so doesn’t know what that would look like GIS map,Managing multiple tools – is that frustrating? Could be a more efficient way to have all the things they use. Shawn: very analog so doesn’t know what that would look like GIS map,negative
DOCE Admin Aides,Deed search – if inspectors listed with parcel info,Deed search – if inspectors listed with parcel info,negative
DOCE Admin Aides,Would save time if all info on catchment map were in IPS on the parcel – but still wouldn’t have geographic context,Would save time if all info on catchment map were in IPS on the parcel – but still wouldn’t have geographic context,negative
DOCE Admin Aides,"M: Pixel perfect when searching by address in AS400 – very difficult, functionality atrocious, like the aesthetic","M: Pixel perfect when searching by address in AS400 – very difficult, functionality atrocious, like the aesthetic",negative
DOCE Admin Aides,"J: AS400 – uses it for water billing, goes to view wtr history and won’t go anywhere – will go ‘long way’ - additional 3 steps – even then sometimes it’s not there","J: AS400 – uses it for water billing, goes to view wtr history and won’t go anywhere – will go ‘long way’ - additional 3 steps – even then sometimes it’s not there",negative
DOCE Admin Aides,Only more annoying because,Only more annoying because,negative
DOCE Admin Aides,Kevin gave long list of address changes – updating owner addresses in AS400 and in IPS,Kevin gave long list of address changes – updating owner addresses in AS400 and in IPS,positive
DOCE Admin Aides,Updating address only annoying,Updating address only annoying,negative
DOCE Admin Aides,Death certificate 2003 of someone trying to serve,Death certificate 2003 of someone trying to serve,negative
DOCE Admin Aides,Can they have assessment update the address?,Can they have assessment update the address?,negative
DOCE Admin Aides,IPS doesn’t allow saving owner addresses sometimes – or permission based? Tim could do it,IPS doesn’t allow saving owner addresses sometimes – or permission based? Tim could do it,negative
DOCE Admin Aides,Sheer amount of duplicates in address book in IPS and AS400 – some of that is the owner addresses themselves,Sheer amount of duplicates in address book in IPS and AS400 – some of that is the owner addresses themselves,negative
DOCE Admin Aides,With LLCs do have to keep it distinct if multiple LLCs so not all within our control,With LLCs do have to keep it distinct if multiple LLCs so not all within our control,negative
DOCE Admin Aides,"Put in contact information – enter someone with same name, address book won’t let you enter it if it’s similar – e.g. enter same name but different address","Put in contact information – enter someone with same name, address book won’t let you enter it if it’s similar – e.g. enter same name but different address",negative
DOCE Admin Aides,Assessment change of address form – share,Assessment change of address form – share,negative
DOCE Admin Aides,Anything you like about IPS,Anything you like about IPS,positive
DOCE Admin Aides,Automatically adds hypens with phone number,Automatically adds hypens with phone number,negative
DOCE Admin Aides,"Appreciates that within parcel, can click on button that brings directly to Image Mate with the owner address","Appreciates that within parcel, can click on button that brings directly to Image Mate with the owner address",positive
DOCE Admin Aides,Dark mode for IPS?  +2 Incredibly bright,Dark mode for IPS? +2 Incredibly bright,negative
DOCE Admin Aides,Other information you wish were available or features/capabailities?,Other information you wish were available or features/capabailities?,negative
DOCE Admin Aides,Spell check or grammar check,Spell check or grammar check,negative
DOCE Admin Aides,Not consistent – some parts have features and others don’t,Not consistent – some parts have features and others don’t,negative
DOCE Admin Aides,"If everything could be more easily identifiable on the thumbnails – when you pull ip the Parcel History, not easy to tell e..g large complexes like Nob Hill, has to open each individually to find apartment – make it more identifiable e.g. apartment, unit – only has status, open date","If everything could be more easily identifiable on the thumbnails – when you pull ip the Parcel History, not easy to tell e..g large complexes like Nob Hill, has to open each individually to find apartment – make it more identifiable e.g. apartment, unit – only has status, open date",positive
DOCE Admin Aides,Finding/opening specific cases difficult,Finding/opening specific cases difficult,negative
DOCE Admin Aides,Computer is slow – takes 45 sec to open complaint case,Computer is slow – takes 45 sec to open complaint case,negative
DOCE Admin Aides,When you open a case note on an already open case – sometimes your name isn’t there – blank space – sometimes only inspectors are there,When you open a case note on an already open case – sometimes your name isn’t there – blank space – sometimes only inspectors are there,negative
DOCE Admin Aides,Some things you need to hit Save and other time you don’t need to,Some things you need to hit Save and other time you don’t need to,positive
DOCE Admin Aides,Save button never in the same place or,Save button never in the same place or,negative
DOCE Admin Aides,New next to Save and look the same,New next to Save and look the same,positive
DOCE Admin Aides,"Notepads, a lot of Excel documents","Notepads, a lot of Excel documents",positive
DOCE Admin Aides,S: Doesn’t use Excel on day to day,S: Doesn’t use Excel on day to day,negative
DOCE Admin Aides,Made cheat sheets and phone lists of commonly ysed things – reference docs,Made cheat sheets and phone lists of commonly ysed things – reference docs,positive
DOCE Admin Aides,"Deed search, GIS,","Deed search, GIS,",negative
DOCE Admin Aides,MS Teams: will contact cityline Christine Norween,MS Teams: will contact cityline Christine Norween,negative
DOCE Admin Aides,Inspectors update SeeClick Fix – not admin aides,Inspectors update SeeClick Fix – not admin aides,negative
DOCE Admin Aides,Mondays are the busiest – 9 or 3pm,Mondays are the busiest – 9 or 3pm,negative
DOCE Admin Aides,Closing/Next Steps | 5min | Rose,Closing/Next Steps | 5min | Rose,negative
DOCE Admin Aides,Would be nice for a section specifically for Law/legal,Would be nice for a section specifically for Law/legal,negative
DOCE Admin Aides,"7D court filings – don't have a dedicated place for this – would be nice if legal had their own section for it. If no case, adding to other general attachments – a lot in there – their own designated space for it to be uploaded","7D court filings – don't have a dedicated place for this – would be nice if legal had their own section for it. If no case, adding to other general attachments – a lot in there – their own designated space for it to be uploaded",negative
DOCE Admin Aides,"IPS: when trying to save anything – brink of crashing – slows down – loading window – if crashes, will say out of memory","IPS: when trying to save anything – brink of crashing – slows down – loading window – if crashes, will say out of memory",negative
DOCE Admin Aides,Periodic inspections module: Issue with inspector names not sorting alphabetize,Periodic inspections module: Issue with inspector names not sorting alphabetize,negative
DOCE Admin Aides,Everything else runs pretty smoothly – mainly processing speed,Everything else runs pretty smoothly – mainly processing speed,negative
DOCE Admin Aides,If updating nail and mails – sometimes you can’t upload the document,If updating nail and mails – sometimes you can’t upload the document,negative
DOCE Admin Aides,Issue with feature – put in a complaint under building without a permit – when it times to send out letter *follow up with Tim for details,Issue with feature – put in a complaint under building without a permit – when it times to send out letter *follow up with Tim for details,negative
DOCE Admin Aides,Mainly put under Prop Maint Int/Ext - would be more recognizable as Bldg w/o a Permit,Mainly put under Prop Maint Int/Ext - would be more recognizable as Bldg w/o a Permit,negative
DOCE Admin Aides,Katelyn creates tickets,Katelyn creates tickets,negative
DOCE Admin Aides,Re: mailing a letter out - Sometimes can’t find the new owner in the system – go into county clerk’s deeds and mortgages,Re: mailing a letter out - Sometimes can’t find the new owner in the system – go into county clerk’s deeds and mortgages,negative
DOCE Admin Aides,"Can’t find new owners – creates an issue because old owners calls us, become aggravated/agitated because they sold it","Can’t find new owners – creates an issue because old owners calls us, become aggravated/agitated because they sold it",negative
DOCE Admin Aides,Collaboration with other departments?,Collaboration with other departments?,negative
DOCE Admin Aides,When waiting on approval for something – if they can’t get ahold of Permits office,When waiting on approval for something – if they can’t get ahold of Permits office,negative
DOCE Admin Aides,Eric: Likes that everything is in Camino – database for that,Eric: Likes that everything is in Camino – database for that,positive
DOCE Admin Aides,Multiple tools they have to handle – would be nice if something that collected those data and inputted in both systems,Multiple tools they have to handle – would be nice if something that collected those data and inputted in both systems,positive
DOCE Admin Aides,"AS400: Do use it often, very outdated","AS400: Do use it often, very outdated",negative
DOCE Admin Aides,Lillian not really trained on AS400,Lillian not really trained on AS400,negative
DOCE Admin Aides,Technology Features you like/that work well,Technology Features you like/that work well,positive
DOCE Admin Aides,Likes periodics window for Rental Registry,Likes periodics window for Rental Registry,negative
DOCE Admin Aides,"Documents on one side, inspection on the other side, add notes to it specifically","Documents on one side, inspection on the other side, add notes to it specifically",positive
DOCE Admin Aides,"PI module layout – likes it better than the complaint module – designed well – when you click on date, doesn’t calendar – very useful","PI module layout – likes it better than the complaint module – designed well – when you click on date, doesn’t calendar – very useful",negative
DOCE Admin Aides,Likes the layout,Likes the layout,positive
DOCE Admin Aides,Only complaint is the list alphabetize,Only complaint is the list alphabetize,negative
DOCE Admin Aides,Can see contact phone numbers,Can see contact phone numbers,negative
DOCE Admin Aides,That needs to be updated,That needs to be updated,negative
DOCE Admin Aides,Owner/contact information – needs to be connected – updated individually in RR module vs complaint module,Owner/contact information – needs to be connected – updated individually in RR module vs complaint module,negative
DOCE Admin Aides,Attachment for CofUs – don't see it in the attachments,Attachment for CofUs – don't see it in the attachments,negative
DOCE Admin Aides,Mention to Tom?,Mention to Tom?,negative
DOCE Admin Aides,Anything you wish IPS had?,Anything you wish IPS had?,negative
DOCE Admin Aides,Would it be possible for them to add licenses? Tab for that,Would it be possible for them to add licenses? Tab for that,negative
DOCE Admin Aides,Make it easier to find,Make it easier to find,positive
DOCE Admin Aides,Main place where parcel is,Main place where parcel is,negative
DOCE Admin Aides,Camino – changed something they didn’t like – if they pick AM/PM - doesn’t list time in – doesn't allow for time? Lillian adds a note *flag for Camino team – could impact inspectors too,Camino – changed something they didn’t like – if they pick AM/PM - doesn’t list time in – doesn't allow for time? Lillian adds a note *flag for Camino team – could impact inspectors too,negative
DOCE Admin Aides,Adds in complaint module,Adds in complaint module,negative
DOCE Building Inspectors,Rob: Zoning approval – Zone checks take forever – he knows they’re very busy,Rob: Zoning approval – Zone checks take forever – he knows they’re very busy,negative
DOCE Building Inspectors,"Can’t issue without zone check, they don’t update IPS case","Can’t issue without zone check, they don’t update IPS case",negative
DOCE Building Inspectors,"Other depts that get involved – don't update IPS with notes, can be an issue","Other depts that get involved – don't update IPS with notes, can be an issue",negative
DOCE Building Inspectors,"Inspectors are point of contact – get people calling – waiting for BAA, Law or Zoning","Inspectors are point of contact – get people calling – waiting for BAA, Law or Zoning",positive
DOCE Building Inspectors,Nob Hill – cited over 2 years ago for elevators – due in 2019,Nob Hill – cited over 2 years ago for elevators – due in 2019,negative
DOCE Building Inspectors,Ashlie - she didn’t know they were – can't cite if don’t know it’s expired,Ashlie - she didn’t know they were – can't cite if don’t know it’s expired,negative
DOCE Building Inspectors,Referred to Law in May 2024,Referred to Law in May 2024,negative
DOCE Building Inspectors,DOCE get blamed a lot,DOCE get blamed a lot,negative
DOCE Building Inspectors,2 years since it’s been referred to Law and no note from Law,2 years since it’s been referred to Law and no note from Law,negative
DOCE Building Inspectors,Inspectors aren’t updated with info when cases are in court even some times – gets info from syracuse.com,Inspectors aren’t updated with info when cases are in court even some times – gets info from syracuse.com,positive
DOCE Building Inspectors,"Third-party inspectors: Sprinklers, fire alarm, smoke certs if hardwired, boilers/furnace, HVAC, elevators","Third-party inspectors: Sprinklers, fire alarm, smoke certs if hardwired, boilers/furnace, HVAC, elevators",negative
DOCE Building Inspectors,Will put reports to fire marshal and they will review and approve,Will put reports to fire marshal and they will review and approve,positive
DOCE Building Inspectors,Only a few have access to Compliance Engine to look it up,Only a few have access to Compliance Engine to look it up,negative
DOCE Building Inspectors,Water check – gets another inspector to look up the water movement,Water check – gets another inspector to look up the water movement,negative
DOCE Building Inspectors,Difficult for AS400 to use,Difficult for AS400 to use,negative
DOCE Building Inspectors,Technology See the water and elevator certs – have to ask Sonya – no note if it’s passed or paid,Technology See the water and elevator certs – have to ask Sonya – no note if it’s passed or paid,negative
DOCE Building Inspectors,i.e. Can’t finish the CofC application until that’s in,i.e. Can’t finish the CofC application until that’s in,negative
DOCE Building Inspectors,Tools – Camino for permits,Tools – Camino for permits,negative
DOCE Building Inspectors,Can read notes from owners,Can read notes from owners,positive
DOCE Building Inspectors,Mainly checking if doing work without a permit,Mainly checking if doing work without a permit,negative
DOCE Building Inspectors,Also where applications come in for CofCs,Also where applications come in for CofCs,positive
DOCE Building Inspectors,"May check on whether they’re pulling permits, whether its passed","May check on whether they’re pulling permits, whether its passed",positive
DOCE Building Inspectors,Wait on zoning again,Wait on zoning again,negative
DOCE Building Inspectors,"Approvals for CofUs – redtape owners need to go through – slows down the process – DPW, zoning, Law, police","Approvals for CofUs – redtape owners need to go through – slows down the process – DPW, zoning, Law, police",negative
DOCE Building Inspectors,IPS – likes,IPS – likes,negative
DOCE Building Inspectors,Tickle dates – reminder dates are helpful,Tickle dates – reminder dates are helpful,negative
DOCE Building Inspectors,Too many cases that they manage,Too many cases that they manage,negative
DOCE Building Inspectors,Ashlie – liked AS400 – had everything in there,Ashlie – liked AS400 – had everything in there,negative
DOCE Building Inspectors,Now hopping back and forth,Now hopping back and forth,positive
DOCE Building Inspectors,Likes that all documents and images are saved in there – even communication with owner,Likes that all documents and images are saved in there – even communication with owner,positive
DOCE Building Inspectors,"With BAA, have to provide pictures","With BAA, have to provide pictures",positive
DOCE Building Inspectors,Photos also helpful for inspectors – compare/contrast,Photos also helpful for inspectors – compare/contrast,negative
DOCE Building Inspectors,Options for actions in IPS – everything all in there,Options for actions in IPS – everything all in there,negative
DOCE Building Inspectors,If you’re interrupted,If you’re interrupted,negative
DOCE Building Inspectors,AS400 you can look up missed assignments,AS400 you can look up missed assignments,negative
DOCE Building Inspectors,Couldn’t save documents in there – had to go into Onbase,Couldn’t save documents in there – had to go into Onbase,negative
DOCE Building Inspectors,"Likes it for certain things, doesn’t like it for others","Likes it for certain things, doesn’t like it for others",negative
DOCE Building Inspectors,"Ashlie started as paralegal – between Codes and Law – also a clerk – started with RR program – easier for her, can look anything up","Ashlie started as paralegal – between Codes and Law – also a clerk – started with RR program – easier for her, can look anything up",positive
DOCE Building Inspectors,IPS – can search for anything,IPS – can search for anything,negative
DOCE Building Inspectors,Issue for clerks as well – Nob Hill eg. Huge list of cases – issue with searching – sift through all of those cases,Issue for clerks as well – Nob Hill eg. Huge list of cases – issue with searching – sift through all of those cases,negative
DOCE Building Inspectors,"Anthony – add CofC case apps, gets added to older cases","Anthony – add CofC case apps, gets added to older cases",positive
DOCE Building Inspectors,DPW had their own cases in IPS when they first started – older cases,DPW had their own cases in IPS when they first started – older cases,negative
DOCE Building Inspectors,Fire will also start their own cases in IPS – they don’t follow up on it – now inspectors do it for them,Fire will also start their own cases in IPS – they don’t follow up on it – now inspectors do it for them,negative
DOCE Building Inspectors,County lead in there too – can see it – but makes more cases,County lead in there too – can see it – but makes more cases,negative
DOCE Building Inspectors,IPS – ownership issues,IPS – ownership issues,negative
DOCE Building Inspectors,IPS updates itself,IPS updates itself,negative
DOCE Building Inspectors,Multiple owners in Address Book – has to go in as multiple entries even if the same individual,Multiple owners in Address Book – has to go in as multiple entries even if the same individual,negative
DOCE Building Inspectors,"Reggie’s case changed – he tries to change the older – causes confusion, multiple listed","Reggie’s case changed – he tries to change the older – causes confusion, multiple listed",negative
DOCE Building Inspectors,If you try to delete causes issues,If you try to delete causes issues,negative
DOCE Building Inspectors,BAS said nothing they can do about it,BAS said nothing they can do about it,negative
DOCE Building Inspectors,"So many places something can be put in – which ones is the correct updated ownership, phone numbers, etc. - and which was last put in is not indicated","So many places something can be put in – which ones is the correct updated ownership, phone numbers, etc. - and which was last put in is not indicated",negative
DOCE Building Inspectors,"Multiple ways to update in system – if not updated in certain way, doesn’t get","Multiple ways to update in system – if not updated in certain way, doesn’t get",negative
DOCE Building Inspectors,"AS400 checks 4 way – Ashlie uses constantly, Rob not familiar with it","AS400 checks 4 way – Ashlie uses constantly, Rob not familiar with it",negative
DOCE Building Inspectors,Used to be trained on it day one,Used to be trained on it day one,positive
DOCE Building Inspectors,Don’t use spreadsheets – but supervisors do,Don’t use spreadsheets – but supervisors do,negative
DOCE Building Inspectors,Tracking Features or capabilities you wish IPS had,Tracking Features or capabilities you wish IPS had,negative
DOCE Building Inspectors,When it crashes – if it could refresh with where you are,When it crashes – if it could refresh with where you are,negative
DOCE Building Inspectors,Happens often – too many windows open,Happens often – too many windows open,negative
DOCE Building Inspectors,Letters admin aides think it’s an issue– if doing same thing at the same time,Letters admin aides think it’s an issue– if doing same thing at the same time,negative
DOCE Building Inspectors,Same property – multiple cases,Same property – multiple cases,negative
DOCE Building Inspectors,See high-risk area from IPS parcel area,See high-risk area from IPS parcel area,negative
DOCE Building Inspectors,Catchment map,Catchment map,negative
DOCE Building Inspectors,Be nice if IPS had everything they needed – now we have so many apps,Be nice if IPS had everything they needed – now we have so many apps,positive
DOCE Building Inspectors,"Sonya elevators, catchment map, Camino, Compliance Engine","Sonya elevators, catchment map, Camino, Compliance Engine",positive
DOCE Building Inspectors,Tablet that connects – idea is great,Tablet that connects – idea is great,positive
DOCE Building Inspectors,Ashlie had skyline at the time – 45 minutes to pull up cases,Ashlie had skyline at the time – 45 minutes to pull up cases,negative
DOCE Building Inspectors,More info cases in IPS harder it would be to,More info cases in IPS harder it would be to,negative
DOCE Building Inspectors,"Offline capability – if they go into a basement to look at boiler, service drops/tablet wouldn’t work","Offline capability – if they go into a basement to look at boiler, service drops/tablet wouldn’t work",negative
DOCE Building Inspectors,Would be interesting to see what other municipalities use for software – in NYS same codes,Would be interesting to see what other municipalities use for software – in NYS same codes,negative
DOCE Building Inspectors,Ashlie has high hopes – this meeting longer already than the one they held when picking IPS (Gretchen in Law? At the time),Ashlie has high hopes – this meeting longer already than the one they held when picking IPS (Gretchen in Law? At the time),positive
DOCE Building Inspectors,Luke: Codes wasn’t consulted,Luke: Codes wasn’t consulted,negative
DOCE Building Inspectors,Items Dan M. followed up with via email 2026-05-26:,Items Dan M. followed up with via email 2026-05-26:,positive
DOCE Building Inspectors,Some of the inspectors do not have the ability to delete actions or photos in IPS if they are added by mistake. A lot of them come to me to do that for them.,Some of the inspectors do not have the ability to delete actions or photos in IPS if they are added by mistake. A lot of them come to me to do that for them.,negative
DOCE Building Inspectors,Several inspectors do not have access to AS400. We do need this to check for proper ownership as well as water usage to determine vacancy.,Several inspectors do not have access to AS400. We do need this to check for proper ownership as well as water usage to determine vacancy.,negative
DOCE CPO Coordinators,Can we make exceptions for digital applications? Give out paper paper applications? Creates more work for staff,Can we make exceptions for digital applications? Give out paper paper applications? Creates more work for staff,positive
DOCE CPO Coordinators,Point is to serve the public – making their life a living hell – people don’t come back to apply and don’t get permits because too difficult – totally missing the point of the point of this office,Point is to serve the public – making their life a living hell – people don’t come back to apply and don’t get permits because too difficult – totally missing the point of the point of this office,negative
DOCE CPO Coordinators,Constituents walk out because they’re frustrated – feels they’re not serving them. Have constituents without an email address.,Constituents walk out because they’re frustrated – feels they’re not serving them. Have constituents without an email address.,negative
DOCE CPO Coordinators,IPS: Addresses that have hypens – can't search by second number,IPS: Addresses that have hypens – can't search by second number,negative
DOCE CPO Coordinators,Parcel search can be tricky,Parcel search can be tricky,negative
DOCE CPO Coordinators,Special names like MLK spelled incorrectly,Special names like MLK spelled incorrectly,negative
DOCE CPO Coordinators,Saves incorrect search terms like an address search – defaults to caps lock e.g.,Saves incorrect search terms like an address search – defaults to caps lock e.g.,negative
DOCE CPO Coordinators,"Corinne: having to duplicate things from Camino to IPS, or trying to get other departments to do that","Corinne: having to duplicate things from Camino to IPS, or trying to get other departments to do that",negative
DOCE CPO Coordinators,Inspections are in Camino,Inspections are in Camino,negative
