Focus Group,Value Index,Content,processed_content,label,category,vader_sentiment,word_count
DOCE Discovery Session | Housing Inspectors Group,52,Inspection results – real close in the drop-down menu – can accidentally select another result,inspection result real close menu accidentally select another result,negative,result,negative,9
DOCE Discovery Session | Housing Inspectors Group,53,Periodic inspection – inspector names not in alphabetical order,periodic inspection inspector name alphabetical order,neutral,periodic,neutral,6
DOCE Discovery Session | Housing Inspectors Group,54,Exterior violations – trash or overgrowth – 10-20 tickets at a time,exterior violation trash overgrowth ticket time,negative,exterior,negative,6
DOCE Discovery Session | Housing Inspectors Group,55,When select OG – entering same info for every case – would be helpful for violation info to populate – seems redudnant to do 20 times,select og entering info every case would helpful violation info populate seems redudnant time,negative,info,negative,14
DOCE Discovery Session | Housing Inspectors Group,56,Would be helpful to populate corrective action,would helpful populate corrective action,positive,would,positive,5
DOCE Discovery Session | Housing Inspectors Group,57,That’s one where violation is always the same and corrective action,one violation always corrective action,negative,one,negative,5
DOCE Discovery Session | Housing Inspectors Group,59,If starting a RR case – somewhere in IPS that indicates high-risk zone – some that get missed or forgets,starting rr case somewhere ip indicates zone get missed forgets,negative,starting,negative,10
DOCE Discovery Session | Housing Inspectors Group,62,"If address updated, have to individually update all 3 cases with that owner",address updated individually update case owner,neutral,address,neutral,6
DOCE Discovery Session | Housing Inspectors Group,64,Can cause a delay with BAA if address is not right,cause delay baa address right,negative,cause,negative,5
DOCE Discovery Session | Housing Inspectors Group,67,Ownership changes – switched in some cases when that happens but not others – old owner getting notices,ownership change switched case happens others old owner getting notice,neutral,ownership,neutral,10
DOCE Discovery Session | Housing Inspectors Group,68,Universal update of information would be helpful,universal update information would helpful,positive,universal,positive,5
DOCE Discovery Session | Housing Inspectors Group,69,Way to organize cases on main IPS screen – they can add tickle date and write a note for next step – no way to access with clicking into the case,way organize case main ip screen add tickle date write note next step way access clicking case,neutral,way,negative,17
DOCE Discovery Session | Housing Inspectors Group,71,Organizing those similar tasks – would be helpful to know I have 8 drive bys,organizing similar task would helpful know drive bys,positive,organizing,positive,8
DOCE Discovery Session | Housing Inspectors Group,74,Others don’t typically use Excel independently,others typically use excel independently,positive,others,positive,5
DOCE Discovery Session | Housing Inspectors Group,76,Notepad for inspection notes – transfer later,notepad inspection note transfer later,neutral,notepad,neutral,5
DOCE Discovery Session | Housing Inspectors Group,78,Property lines and getting right address,property line getting right address,neutral,property,neutral,5
DOCE Discovery Session | Housing Inspectors Group,80,Look Before You Rent – don’t have access to IPS in the field – look up violations on the fly,look rent access ip field look violation fly,negative,look,negative,8
DOCE Discovery Session | Housing Inspectors Group,81,Use lead map on phone in the field,use lead map phone field,neutral,use,neutral,5
DOCE Discovery Session | Housing Inspectors Group,82,Used IPS on tablet once when first started – confusing,used ip tablet first started confusing,negative,used,negative,6
DOCE Discovery Session | Housing Inspectors Group,83,Take a bunch of pictures – use work phone for that,take bunch picture use work phone,neutral,take,neutral,6
DOCE Discovery Session | Housing Inspectors Group,84,IPS app was confusing – connection issues as well,ip app confusing connection issue well,positive,ip,positive,6
DOCE Discovery Session | Housing Inspectors Group,85,Had laptop for awhile – very helpful – connection issues with that as well – difficulty logging in,laptop awhile helpful connection issue well difficulty logging,positive,laptop,positive,8
DOCE Discovery Session | Housing Inspectors Group,86,Would save hours to be able to do it in the field,would save hour able field,positive,would,positive,5
DOCE Discovery Session | Housing Inspectors Group,89,IPS – thinks it’s a good system and user friendly generally – freezing is an issue,ip think good system user friendly generally freezing issue,positive,ip,positive,9
DOCE Discovery Session | Housing Inspectors Group,90,Rental Registry PI module – would be helpful if streamlined and not two separate things,rental registry pi module would helpful streamlined two separate thing,positive,rental,positive,10
DOCE Discovery Session | Housing Inspectors Group,95,Anthony just checks for RR inspector case – Dan switches case to Anthony when complete and he finds,anthony check rr inspector case dan switch case anthony complete find,neutral,anthony,neutral,11
DOCE Discovery Session | Housing Inspectors Group,97,Going out to house where dog issues or tenant or PO combative – county system would,going house dog issue tenant po combative county system would,negative,going,negative,10
DOCE Discovery Session | Housing Inspectors Group,99,Or rough consistently leaking – snapshot of what happens,rough consistently leaking snapshot happens,neutral,rough,neutral,5
DOCE Discovery Session | Housing Inspectors Group,100,Notes on each individual case – get buried,note individual case get buried,neutral,note,neutral,5
DOCE Discovery Session | Housing Inspectors Group,101,Tag property owners and tenants separately – flag it if a tenant moves to another property or if PO has multiple BAA cases/never fixes anything,tag property owner tenant separately flag tenant move another property po multiple baa fix anything,negative,property,negative,15
DOCE Discovery Session | Housing Inspectors Group,102,Issue with admin aides reading internal notes to PO,issue admin aide reading internal note po,negative,issue,negative,7
DOCE Discovery Session | Housing Inspectors Group,103,"Would like to see more stats – cases without inspection dates, or cases set to Need Review",would like see stats case without inspection date case set need review,positive,case,positive,12
DOCE Discovery Session | Housing Inspectors Group,108,"Takes some time to get use to, but gets faster ~6months to a year to get used to",take time get use get faster year get used,neutral,get,neutral,9
DOCE Discovery Session | Housing Inspectors Group,112,Could do new complaint walk through for new guy,could new complaint walk new guy,negative,new,negative,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,4,Pat C – Building Inspector – 11 years,pat c building inspector year,neutral,pat,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,5,John M – Resident Bldg  inspector -18 years,john resident bldg inspector year,neutral,john,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,6,"Merrit - HVAC Commercial, Nov – less than 1 year",merrit hvac commercial nov less year,neutral,merrit,neutral,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,7,Dan – Res Permit inspector 18 years,dan re permit inspector year,neutral,dan,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,11,"Camino – received no training – found out they needed to enter completions, now they have to go back through the past 6 years worth of work",camino received training found needed enter completion go back past year worth work,positive,camino,negative,13
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,14,"Thought they didn’t like IPS when they switched to Camino, now they miss IPS",thought like ip switched camino miss ip,positive,ip,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,15,Rochester & Buffalo – (John) hear great things about what Rochester is doing there – what do they use?,rochester buffalo john hear great thing rochester use,positive,rochester,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,19,"Pull permit and they call for inspection, they call for finals, or if they need power turned on, work with national grid",pull permit call inspection call final need power turned work national grid,neutral,call,neutral,12
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,22,Invovled with contractors and subcontracors for new builds,invovled contractor subcontracors new build,neutral,invovled,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,23,"Use IPS for jobs that are getting completed, any new jobs in Camino",use ip job getting completed new job camino,neutral,job,neutral,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,24,"At the end fo the – generate paperwork for CO or TCO – final plumbing, HVAC – have done all inspections and are finaled",end fo generate paperwork co tco final plumbing hvac done inspection finaled,neutral,end,neutral,12
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,25,Uses phone constantly for progress pictures – esp if issues that don’t meet code and may go to legal if not fixed – takes a lot of photos,us phone constantly progress picture esp issue meet code may go legal fixed take lot photo,positive,us,positive,16
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,26,Residential electrical – previously done by commercial building,residential electrical previously done commercial building,neutral,residential,neutral,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,27,Work directly with Fire department – they work in a different,work directly fire department work different,negative,work,negative,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,28,Commercial – fire working hand in hand with permit inspections,commercial fire working hand hand permit inspection,positive,hand,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,35,Building without a permit – initate in IPS,building without permit initate ip,neutral,building,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,40,"Camino app they just found out about – not great, but better than nothing",camino app found great better nothing,positive,camino,negative,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,41,Can take photos directly in the app and add them to the case (easier rather than),take photo directly app add case easier rather,positive,take,neutral,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,44,"At one point had IPS tablets – check to see if someone had permits, review permit plans",one point ip tablet check see someone permit review permit plan,neutral,permit,neutral,11
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,49,Camino - no tickle date – if you don’t write down – gets lost,camino tickle date write get lost,negative,camino,negative,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,50,Internal due dates – the owner is notified – that's an issue,internal due date owner notified issue,neutral,internal,neutral,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,52,IPS better for day-to-day activities – aware of glitches and how to bypass issues,ip better activity aware glitch bypass issue,positive,ip,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,55,Told by vendor they could do periodic inspections – but need that support – so if CofC,told vendor could periodic inspection need support cofc,positive,told,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,56,Camino – can't create anything as a reminder to do something – task management,camino ca create anything reminder something task management,positive,camino,negative,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,58,Building inspectors – down people – 2 people covering the whole city – capacity,building inspector people people covering whole city capacity,neutral,people,neutral,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,60,Residential guys – can be completed in 3 months – a lot more residential work going on day to day,residential guy completed month lot residential work going day day,neutral,residential,neutral,10
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,61,System to keep you appraised of that stuff – as good as your input is,system keep appraised stuff good input,positive,system,positive,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,62,Camino not great for applicants as well – easy to add info i.e. enter someone’s license number,camino great applicant well easy add info enter someone license number,positive,camino,positive,11
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,63,Easy to say you’re a license electrician – flawed system from a security perspective,easy say license electrician flawed system security perspective,positive,easy,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,64,Up to permitting person to contact inspectors – it's not in front of htem all the time,permitting person contact inspector front htem time,neutral,permitting,neutral,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,65,"There’s a backlog of stuff, especially roofs or driveways, fences – these all go away  - scheduling for final inspection doesn’t happen",backlog stuff especially roof driveway fence go away scheduling final inspection happen,neutral,backlog,neutral,12
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,67,“Impossible Piece of Shit” called it initially – keeps cases in front of them,impossible piece shit called initially keep case front,negative,impossible,neutral,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,68,Camino is a ghost – things get lost,camino ghost thing get lost,negative,camino,negative,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,69,At a property yesterday Terry cited – contractor told address was 423 – entered permit under 419 W Onondaga (says 419 on the building),property yesterday terry cited contractor told address entered permit w onondaga say building,neutral,property,neutral,13
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,71,Addressing – ability to see building/mailing addresses in addition to parcel addres,addressing ability see address addition parcel addres,positive,addressing,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,72,Could pull permit for address not in the city in Camino – checks and balances issues,could pull permit address city camino check balance issue,neutral,could,neutral,9
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,73,Notifications via email but difficult to case management from there,notification via email difficult case management,negative,notification,negative,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,74,"No problem with IPS – attachments are easier to see, easier to pull up – fewer issues",problem ip attachment easier see easier pull fewer issue,positive,easier,positive,9
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,75,Every other day can’t close completion form because internet issue,every day close completion form internet issue,neutral,every,neutral,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,78,Integration? Personally feels one system would be good for their work,integration personally feel one system would good work,positive,integration,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,80,Can’t send letters with Camino or write violations - challenge,send letter camino write violation challenge,negative,send,negative,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,81,Since they don’t talk – cross referencing of everything,since talk cross referencing everything,neutral,since,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,84,"All the contractors they know, hald can’t figure out how to use their phones – they're older",contractor know hald figure use phone older,neutral,contractor,neutral,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,85,Only ones that check emails – diy owners – contractors think everything is spam,one check email diy owner contractor think everything spam,negative,one,negative,9
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,86,"For HVAC – some are using third party companies for the permitting pulling, scheduling inspections, instead of having the actual company do it",hvac using third party company permitting pulling scheduling inspection instead actual company,positive,company,positive,12
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,87,Would be emailing versus communicating via Camino – doesn't really get used though that’s how supervisors sold it (will cut down on communications because you can communicate directly within them),would emailing versus communicating via camino really get used though supervisor sold cut communication communicate directly within,negative,would,negative,17
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,88,"IPS – likes the format of it – when things are overdue, they turn red and don’t go away",ip like format thing overdue turn red go away,positive,ip,positive,9
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,89,Likes the uploading of things and being able to see,like uploading thing able see,positive,like,positive,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,90,"Not as tech savvy – miss IPS – likes the tickle date option, have it come back to it",tech savvy miss ip like tickle date option come back,positive,tech,positive,10
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,92,If someone leaves – takes of 200 cases – break them out to 10 a day – schedule it for yourself,someone leaf take case break day schedule,neutral,someone,neutral,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,95,Needs to assign CofC but don’t put their name on it,need assign cofc put name,neutral,need,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,96,There is a tab in Camino to just look at roofs – that is nice,tab camino look roof nice,positive,tab,positive,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,97,"Contractors hate Camino, except younger ones that are writing up BS – easy to lie",contractor hate camino except younger one writing b easy lie,negative,contractor,negative,10
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,98,If Camino has been out for awhile and people are using it – why are there these issues now? You would think,camino awhile people using issue would think,neutral,camino,neutral,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,100,If you schedule an inspection in Camino – have to add it to Outlook – no integration with Outlook with either Camino or IPS,schedule inspection camino add outlook integration outlook either camino ip,neutral,camino,negative,10
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,101,Ideally communication between all three would be great,ideally communication three would great,positive,ideally,positive,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,102,Permit office could still put permits in IPS like they used to – Permits team likes Camino,permit office could still put permit ip like used permit team like camino,positive,permit,positive,13
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,103,When you issue certificate – instantly notifies them which is a nice feature,issue certificate instantly notifies nice feature,positive,issue,positive,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,104,IPS crashes sometimes – little issues here and there,ip crash sometimes little issue,negative,ip,neutral,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,105,Camino – not always – haent' been able to print a certicate all week – lots of glitches,camino always haent able print certicate week lot glitch,neutral,camino,neutral,9
DOCE Discovery Session | Fire Prevention Bureau,1,"Brian F – was in Codes before Fire, very familiar with IPS, does Permit Plans Review for Fire (remote)",brian f code fire familiar ip permit plan review fire remote,negative,fire,negative,11
DOCE Discovery Session | Fire Prevention Bureau,2,Chief George “Rusty” Cowburn – DC Fire,chief george rusty cowburn dc fire,negative,chief,negative,6
DOCE Discovery Session | Fire Prevention Bureau,3,"1 year into current role. Tries not to interact with IPS, not as tech savvy, leans on staff with more experience with it",year current role try interact ip tech savvy lean staff experience,neutral,year,neutral,11
DOCE Discovery Session | Fire Prevention Bureau,4,"Captain Kelly Willcox – Captain FPB, Code Enforcement side, 20 years, 7-8 years with FPB",captain kelly willcox captain fpb code enforcement side year year fpb,neutral,captain,neutral,11
DOCE Discovery Session | Fire Prevention Bureau,7,Plans Review: Applications received through Camino,plan review application received camino,neutral,plan,neutral,5
DOCE Discovery Session | Fire Prevention Bureau,8,Building Permit – third party reviewer not done in house,building permit third party reviewer done house,positive,building,positive,7
DOCE Discovery Session | Fire Prevention Bureau,10,"Brian F receives for life/safety systems on (points of egress, occupant load, )",brian f receives system point egress occupant load,neutral,brian,neutral,8
DOCE Discovery Session | Fire Prevention Bureau,14,"Once reviews completed – once passed, Brian T creates letter of transmittal for permit for CPO, if passes FPB, Brian F creates letter transmittal for FPB",review completed passed brian creates letter transmittal permit cpo pass fpb brian f creates letter transmittal fpb,positive,brian,positive,17
DOCE Discovery Session | Fire Prevention Bureau,15,"Letter goes to Chief – gets signed off on it, attaches transmittal to Docs or Images in Camino or maybe IPS",letter go chief get signed attache transmittal doc image camino maybe ip,neutral,letter,neutral,12
DOCE Discovery Session | Fire Prevention Bureau,16,Chad creates permit documentation – notify applicant and issue permit,chad creates permit documentation notify applicant issue permit,positive,permit,positive,8
DOCE Discovery Session | Fire Prevention Bureau,20,Reviews applications and plans to verify documentation submitted is compliant,review application plan verify documentation submitted compliant,neutral,review,neutral,7
DOCE Discovery Session | Fire Prevention Bureau,21,Chad receives final application documentation,chad receives final application documentation,neutral,chad,neutral,5
DOCE Discovery Session | Fire Prevention Bureau,22,Assigns to Sean for review or Brian F for review,assigns sean review brian f review,neutral,review,neutral,6
DOCE Discovery Session | Fire Prevention Bureau,25,"Not compliant – create correction report, sends to applicant",compliant create correction report sends applicant,positive,compliant,negative,6
DOCE Discovery Session | Fire Prevention Bureau,26,Final review – letter of transmittal for permit for fire alarm,final review letter transmittal permit fire alarm,negative,final,negative,7
DOCE Discovery Session | Fire Prevention Bureau,27,"Letter created, reviewed by Chief – reviews, approves, sends to Chad, updated in permit",letter created reviewed chief review approves sends chad updated permit,positive,letter,positive,10
DOCE Discovery Session | Fire Prevention Bureau,30,Sends to inspectors and Chief – forwards to Brian to review to make sure documentation is correct,sends inspector chief forward brian review make sure documentation correct,positive,sends,positive,10
DOCE Discovery Session | Fire Prevention Bureau,31,Building permits could be in IPS or Camino,building permit could ip camino,neutral,building,neutral,5
DOCE Discovery Session | Fire Prevention Bureau,32,"Reviews all permits associated – notifies if everything is completed, recommend if be issued, if finds problem with it",review permit associated notifies everything completed recommend issued find problem,negative,review,negative,10
DOCE Discovery Session | Fire Prevention Bureau,33,Building permits Fire assigned to – anything new and,building permit fire assigned anything new,negative,building,negative,6
DOCE Discovery Session | Fire Prevention Bureau,42,"Tents up, propane use, food trucks, biannualfrat/serority inspection, service station",tent propane use food truck inspection service station,neutral,tent,neutral,8
DOCE Discovery Session | Fire Prevention Bureau,46,Only thing remaining in IPS is a complaint inspections,thing remaining ip complaint inspection,negative,thing,negative,5
DOCE Discovery Session | Fire Prevention Bureau,47,Only start complaint in IPS if it’s a stop work order,start complaint ip stop work order,negative,start,negative,6
DOCE Discovery Session | Fire Prevention Bureau,48,Inspections usually triggered through licensing or a complaint that comes in,inspection usually triggered licensing complaint come,negative,inspection,negative,6
DOCE Discovery Session | Fire Prevention Bureau,53,Can group permits using case number in IPS – nice features,group permit using case number ip nice feature,positive,group,positive,8
DOCE Discovery Session | Fire Prevention Bureau,54,Finding associated permits at parcels with 5 stores is nightmare,finding associated permit parcel store nightmare,neutral,finding,neutral,6
DOCE Discovery Session | Fire Prevention Bureau,56,Camino doesn’t identify which permit goes with which project – may have to review up to 50 different permits,camino identify permit go project may review different permit,neutral,permit,neutral,9
DOCE Discovery Session | Fire Prevention Bureau,57,Likes parcel history feature on IPS – takes less time to find cases and review,like parcel history feature ip take less time find case review,positive,like,positive,11
DOCE Discovery Session | Fire Prevention Bureau,58,"In IPS you can identify the property, property owner, tax numbers",ip identify property property owner tax number,positive,property,neutral,7
DOCE Discovery Session | Fire Prevention Bureau,62,Compliance Engine/Brycer - anything that requires third party report review,compliance anything requires third party report review,positive,compliance,positive,7
DOCE Discovery Session | Fire Prevention Bureau,63,"Suppressions systems – sprinklers, special suppression, ancels, canopies for gas stations",suppression system sprinkler special suppression ancels canopy gas station,positive,suppression,positive,9
DOCE Discovery Session | Fire Prevention Bureau,64,Eventually adding Fire alarms (starting to be in there) not required yet,eventually adding fire alarm starting required yet,negative,eventually,negative,7
DOCE Discovery Session | Fire Prevention Bureau,66,Inspectors use a writable PDF inspection form for fire inspection,inspector use writable pdf inspection form fire inspection,negative,inspection,negative,8
DOCE Discovery Session | Fire Prevention Bureau,69,Can assign Plan Reviewer – shows assignments – can write an update and follow back up on it,assign plan reviewer show assignment write update follow back,neutral,assign,neutral,9
DOCE Discovery Session | Fire Prevention Bureau,71,Likes tickle dates – needs to be more pronounced,like tickle date need pronounced,positive,like,positive,5
DOCE Discovery Session | Fire Prevention Bureau,72,Automatically add an assignment would be nice,automatically add assignment would nice,positive,automatically,positive,5
DOCE Discovery Session | Fire Prevention Bureau,74,"Too many places to put things in IPS – can add documents in inspection, complaint, parcel",many place put thing ip add document inspection complaint parcel,negative,many,negative,10
DOCE Discovery Session | Fire Prevention Bureau,75,Actions versus inspections – some people don’t look in both places – pertinent inspection notes,action versus inspection people look place pertinent inspection note,neutral,inspection,neutral,9
DOCE Discovery Session | Fire Prevention Bureau,77,Searching for parcels – if you don’t click search inactive – may miss something like resub,searching parcel click search inactive may miss something like resub,positive,searching,positive,10
DOCE Discovery Session | Fire Prevention Bureau,78,Not cloud based – need to remote in or come in,cloud based need remote come,neutral,cloud,neutral,5
DOCE Discovery Session | Fire Prevention Bureau,79,Cloud-based – in-field would make inspections and easier and documented more quickly,would make inspection easier documented quickly,positive,would,positive,6
DOCE Discovery Session | Fire Prevention Bureau,80,Chief: Home inspection software – guides you through the inspection process and all available on the phone,chief home inspection software guide inspection process available phone,neutral,inspection,neutral,9
DOCE Discovery Session | Fire Prevention Bureau,81,Use physical notepad or surface pro – then data entry back in the office,use physical notepad surface pro data entry back office,neutral,use,neutral,9
DOCE Discovery Session | Fire Prevention Bureau,83,Scheduling – having to go into MS Outlook – adding in both places is cumbersome,scheduling go m outlook adding place cumbersome,neutral,scheduling,neutral,7
DOCE Discovery Session | Fire Prevention Bureau,86,"Kelly is a fire inspector, lots of experience, she would prefer to go through her for this part",kelly fire inspector lot experience would prefer go part,negative,kelly,negative,9
DOCE Discovery Session | Central Permit Office,0,"(Not available: Jess Brandt, Corinne Hubbard)",available jess brandt corinne hubbard,neutral,available,neutral,5
DOCE Discovery Session | Central Permit Office,6,"Violation driven and inspector sends them to CPO e.g. If sees addition on house and doesn’t see a permit, sends them to CPO",violation driven inspector sends cpo see addition house see permit sends cpo,negative,sends,negative,12
DOCE Discovery Session | Central Permit Office,7,Commercial and residential flows a little differently in CPO,commercial residential flow little differently cpo,neutral,commercial,neutral,6
DOCE Discovery Session | Central Permit Office,8,IPS more for property history or code violation search for CPO team + permit history purposes,ip property history code violation search cpo team permit history purpose,negative,history,negative,11
DOCE Discovery Session | Central Permit Office,10,Check that they are legally established as a 4-family – IPS has assessment data,check legally established ip assessment data,positive,check,positive,6
DOCE Discovery Session | Central Permit Office,11,Would be helpful for IPS data to be viewable in Camino,would helpful ip data viewable camino,positive,would,positive,6
DOCE Discovery Session | Central Permit Office,12,The most a new system could integrate into Camino would be huge,new system could integrate camino would huge,positive,new,positive,7
DOCE Discovery Session | Central Permit Office,13,At the end of permit process – goes back to CE,end permit process go back ce,neutral,end,neutral,6
DOCE Discovery Session | Central Permit Office,14,Once they get their permits – call for inspection – bounces back to Codes for certificate of occupancy,get permit call inspection bounce back code certificate occupancy,neutral,get,neutral,9
DOCE Discovery Session | Central Permit Office,16,Codes going to close out violations when permit issued,code going close violation permit issued,negative,code,negative,6
DOCE Discovery Session | Central Permit Office,17,Pass back and forth from CPO and Codes – integration would make that process smoother,pas back forth cpo code integration would make process smoother,neutral,pas,neutral,10
DOCE Discovery Session | Central Permit Office,18,They look in IPS for violations and Camino for permits,look ip violation camino permit,negative,look,negative,5
DOCE Discovery Session | Central Permit Office,19,History of certificates will be in IPS – transition into Camino,history certificate ip transition camino,neutral,history,neutral,5
DOCE Discovery Session | Central Permit Office,20,"Checking other systems for historical property research: OnBase (), Microfige (even older than OnBas (basement), and AS400",checking system historical property research onbase microfige even older onbas basement,neutral,checking,neutral,11
DOCE Discovery Session | Central Permit Office,21,Brian T has spreadsheet for everything in basement – very detailed,brian spreadsheet everything basement detailed,neutral,brian,neutral,5
DOCE Discovery Session | Central Permit Office,22,Lost certain years of documentation due to Fire,lost certain year documentation due fire,negative,lost,negative,6
DOCE Discovery Session | Central Permit Office,25,IPS also huge for FOIL requests,ip also huge foil request,positive,ip,positive,5
DOCE Discovery Session | Central Permit Office,27,Look Before You Buy? Would need to FOIL for everything – would be nice to have more of that info – on the permits side,look buy would need foil everything would nice info permit side,positive,would,positive,11
DOCE Discovery Session | Central Permit Office,28,Bob uses IPS as system of record for Law letters,bob us ip system record law letter,neutral,bob,neutral,7
DOCE Discovery Session | Central Permit Office,29,"Jon Black attorney doing real estate transaction – needs something handled quickly – putting them into IPS as deminimus encroachments – only thing ROW related in IPS right now, everything else in Camino",jon black attorney real estate transaction need something handled quickly putting ip deminimus encroachment thing row related ip right everything else camino,neutral,ip,neutral,22
DOCE Discovery Session | Central Permit Office,30,Encroachments might look at property history searches in those historical systems of records,encroachment might look property history search historical system record,neutral,encroachment,neutral,9
DOCE Discovery Session | Central Permit Office,31,ROW reviewers not using IPS except for property history research,row reviewer using ip except property history research,neutral,row,neutral,8
DOCE Discovery Session | Central Permit Office,37,Codes and Permits segmented in IPS – was challenging – Permits wouldn’t see the photo from the Codes,code permit segmented ip challenging permit see photo code,positive,code,positive,9
DOCE Discovery Session | Central Permit Office,39,Permit details don’t pull violations – had to go to main search,permit detail pull violation go main search,negative,permit,negative,7
DOCE Discovery Session | Central Permit Office,41,Properties with multiple units and multiple buildings,property multiple unit multiple building,neutral,multiple,neutral,5
DOCE Discovery Session | Central Permit Office,42,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino,lack search capability ip ca search keyword search chime building difficult many thing parcel easier search camino,negative,search,negative,17
DOCE Discovery Session | Central Permit Office,44,IPS worked better for ROW address management,ip worked better row address management,positive,ip,positive,6
DOCE Discovery Session | Central Permit Office,45,Future system to retain – hard to search when not an actual parcel,future system retain hard search actual parcel,negative,future,negative,7
DOCE Discovery Session | Central Permit Office,46,Destiny mall – IPS and Camino don’t handle well,destiny mall ip camino handle well,positive,destiny,positive,6
DOCE Discovery Session | Central Permit Office,47,IPS – would be nice to be notified of approvals completed,ip would nice notified approval completed,positive,ip,positive,6
DOCE Discovery Session | Central Permit Office,49,Bob noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for Teri),bob noted got notified reviewer signed something maybe setting thing building review teri,neutral,bob,neutral,13
DOCE Discovery Session | Central Permit Office,50,Parcel information – on commercial standpoint – buildings with multiple tenants – don't have a proper way to track it e.g. Chimes – doing major renovation – many tenants in that space,parcel information commercial standpoint building multiple tenant proper way track chime major renovation many tenant space,neutral,tenant,neutral,16
DOCE Discovery Session | Central Permit Office,51,Want historical information – hard to track and compile,want historical information hard track compile,neutral,want,neutral,6
DOCE Discovery Session | Central Permit Office,54,Takes a long time to get updated information in IPS e.g. GIS information updated in county – lagged in IPS i.e. IPS says wrong thing and applicant was right,take long time get updated information ip gi information updated county lagged ip ip say wrong thing applicant right,negative,ip,negative,19
